Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,10.961538,11.105769,10.801923,10.903846,10.418853,8830640
2019-01-03,10.915384,10.923076,10.626923,10.878846,10.394965,6723080
2019-01-04,10.961538,11.288461,10.736538,11.034615,10.543807,13039520
2019-01-07,11.151923,11.153846,10.765384,10.788461,10.308601,4392440
2019-01-08,10.817307,11.238461,10.698076,11.182692,10.685299,7460960
2019-01-09,11.225000,11.836538,11.225000,11.751923,11.229210,9897680
2019-01-10,11.751923,12.300000,11.730769,12.215384,11.672057,7336680
2019-01-11,12.209615,12.459615,12.050000,12.307692,11.760261,7169240
2019-01-14,12.215384,12.701923,12.057692,12.263461,11.717995,5507320
2019-01-15,12.230769,12.459615,12.144230,12.446153,11.892559,4954560
2019-01-16,12.501923,12.528846,12.034615,12.346153,11.797009,6721000
2019-01-17,12.336538,12.469230,12.119230,12.119230,11.580179,4596280
2019-01-18,12.126923,12.351923,12.100000,12.186538,11.644491,4316520
2019-01-21,12.263461,12.263461,11.778846,11.996153,11.462579,4226560
2019-01-22,12.017307,12.121153,11.755769,11.817307,11.291689,4808440
2019-01-23,11.894230,12.115384,11.819230,11.901923,11.372540,4648280
2019-01-24,11.948076,12.034615,11.853846,11.978846,11.446039,3686280
2019-01-28,12.011538,12.771153,11.884615,12.521153,11.964226,9395360
2019-01-29,12.640384,12.750000,12.078846,12.134615,11.594879,10258560
2019-01-30,12.173076,12.336538,11.759615,11.992307,11.458902,6709040
2019-01-31,12.094230,12.094230,11.884615,11.923076,11.392751,5490680
2019-02-01,11.921153,12.096153,11.921153,12.009615,11.475440,5621200
2019-02-04,12.096153,12.161538,11.982692,12.019230,11.484628,4044040
2019-02-05,12.019230,12.088461,11.792307,11.792307,11.267797,4620200
2019-02-06,11.765384,11.765384,11.486538,11.486538,10.975628,5332080
2019-02-07,11.509615,11.751923,11.509615,11.586538,11.071181,5452200
2019-02-08,11.561538,11.803846,11.361538,11.582692,11.067505,5675800
2019-02-11,11.482692,11.505769,11.271153,11.394230,10.887428,4015960
2019-02-12,11.546153,11.728846,11.351923,11.398076,10.891101,6398600
2019-02-13,11.534615,11.534615,11.126923,11.165384,10.668760,6633120
2019-02-14,11.203846,11.434615,10.992307,11.303846,10.801064,5767840
2019-02-15,11.328846,11.440384,11.176923,11.251923,10.751449,5003440
2019-02-18,11.209615,11.248076,11.038461,11.073076,10.580558,3461640
2019-02-19,11.125000,11.634615,11.125000,11.392307,10.885587,6425120
2019-02-20,11.428846,11.573076,11.144230,11.182692,10.685299,7099040
2019-02-21,11.269230,11.455769,11.105769,11.336538,10.832298,3642600
2019-02-22,11.392307,11.440384,11.182692,11.407692,10.900289,6148480
2019-02-25,11.430769,11.500000,11.126923,11.346153,10.841489,5596240
2019-02-26,11.346153,11.965384,11.273076,11.719230,11.197970,9806160
2019-02-27,12.480769,13.109615,12.288461,12.594230,12.034051,35335560
2019-02-28,12.596153,12.805769,12.448076,12.578846,12.019353,13108160
2019-03-01,12.578846,12.771153,12.134615,12.278846,11.732695,10676120
2019-03-06,12.280769,12.365384,12.063461,12.150000,11.609580,4411160
2019-03-07,12.121153,12.213461,11.969230,12.073076,11.536079,4026360
2019-03-08,12.073076,12.905769,11.969230,12.846153,12.274769,13833560
2019-03-11,12.844230,12.940384,12.692307,12.884615,12.311522,7619040
2019-03-12,12.884615,12.982692,12.811538,12.901923,12.328058,3421080
2019-03-13,12.894230,13.575000,12.838461,13.480769,12.881159,11418160
2019-03-14,13.478846,13.692307,13.059615,13.278846,12.688216,5442320
2019-03-15,13.288461,13.403846,13.025000,13.203846,12.616550,7162480
2019-03-18,13.269230,13.401923,12.926923,13.061538,12.480575,4754360
2019-03-19,13.076923,13.269230,13.059615,13.173076,12.587152,6644560
2019-03-20,13.051923,13.253846,12.692307,12.692307,12.127767,6896240
2019-03-21,12.788461,12.919230,12.459615,12.788461,12.219643,6236360
2019-03-22,12.553846,12.788461,12.455769,12.771153,12.203107,6257680
2019-03-25,12.725000,12.775000,12.725000,12.775000,12.206780,3330600
2019-03-26,12.638461,12.911538,12.259615,12.723076,12.157167,5014880
2019-03-27,12.500000,12.798076,12.323076,12.371153,11.851876,7639320
2019-03-28,12.307692,12.778846,12.175000,12.500000,11.975310,3487640
2019-03-29,12.507692,12.809615,12.413461,12.557692,12.030580,3958760
2019-04-01,12.692307,12.694230,12.286538,12.421153,11.899776,4098640
2019-04-02,12.482692,12.630769,12.330769,12.630769,12.100592,4833400
2019-04-03,12.692307,12.850000,12.484615,12.596153,12.067428,3739320
2019-04-04,12.688461,13.025000,12.567307,12.951923,12.408265,6019000
2019-04-05,13.067307,13.307692,12.967307,13.240384,12.684619,6157840
2019-04-08,13.305769,13.305769,13.011538,13.075000,12.526175,4230720
2019-04-09,13.030769,13.232692,12.851923,12.942307,12.399053,6300840
2019-04-10,12.980769,12.980769,12.613461,12.798076,12.260875,3723200
2019-04-11,12.834615,12.903846,12.617307,12.692307,12.159544,3422120
2019-04-12,12.540384,12.788461,12.494230,12.692307,12.159544,3745560
2019-04-15,12.751923,12.884615,12.617307,12.669230,12.137439,6199440
2019-04-16,12.675000,12.990384,12.596153,12.846153,12.306935,3989440
2019-04-17,12.848076,12.915384,12.307692,12.451923,11.929252,10133240
2019-04-18,12.453846,12.644230,12.453846,12.515384,11.990050,3747120
2019-04-22,12.490384,12.711538,12.451923,12.692307,12.159544,3945760
2019-04-23,12.753846,13.019230,12.532692,12.884615,12.343783,8856120
2019-04-24,12.884615,12.884615,12.663461,12.811538,12.273773,8400080
2019-04-25,12.676923,13.153846,12.625000,13.067307,12.518807,6076200
2019-04-26,12.919230,13.257692,12.894230,13.028846,12.481960,4963920
2019-04-29,13.094230,13.240384,13.023076,13.125000,12.574076,4829240
2019-04-30,12.984615,13.296153,12.842307,13.296153,12.738046,7904000
2019-05-02,13.250000,13.430769,13.036538,13.288461,12.730678,9891960
2019-05-03,13.288461,13.457692,13.246153,13.319230,12.760156,5743920
2019-05-06,13.250000,13.363461,13.090384,13.182692,12.629348,3280680
2019-05-07,13.076923,13.211538,12.980769,13.082692,12.533546,3761680
2019-05-08,13.161538,13.528846,13.161538,13.292307,12.734362,6524960
2019-05-09,13.184615,13.286538,13.109615,13.142307,12.590659,3865160
2019-05-10,13.125000,13.307692,13.019230,13.090384,12.540914,4933240
2019-05-13,12.884615,13.100000,12.788461,12.990384,12.445113,5428280
2019-05-14,12.990384,13.055769,12.859615,12.990384,12.445113,3851640
2019-05-15,12.880769,12.932692,12.598076,12.753846,12.218502,7274280
2019-05-16,12.596153,12.619230,12.340384,12.373076,11.853713,7122960
2019-05-17,12.344230,12.540384,12.217307,12.263461,11.748703,4846920
2019-05-20,12.400000,12.615384,12.217307,12.500000,11.975310,4527120
2019-05-21,12.571153,13.019230,12.480769,12.884615,12.343783,4672720
2019-05-22,12.950000,13.001923,12.655769,12.778846,12.242452,2733640
2019-05-23,12.598076,12.842307,12.528846,12.632692,12.102435,2753400
2019-05-24,12.696153,12.696153,12.478846,12.615384,12.085854,3232840
2019-05-27,12.623076,12.690384,12.486538,12.638461,12.107961,2612480
2019-05-28,12.634615,13.075000,12.559615,13.021153,12.474587,14507480
2019-05-29,12.907692,13.442307,12.846153,13.346153,12.785948,5804760
2019-05-30,13.365384,13.515384,13.157692,13.413461,12.850428,4361760
2019-05-31,13.380769,13.548076,13.271153,13.350000,12.789635,5656560
2019-06-03,13.423076,13.621153,13.326923,13.384615,12.822796,6529640
2019-06-04,13.461538,13.628846,13.273076,13.542307,12.973869,4351360
2019-06-05,13.546153,13.653846,13.307692,13.307692,12.749099,4393480
2019-06-06,13.486538,13.523076,13.192307,13.384615,12.822796,3534960
2019-06-07,13.434615,13.759615,13.361538,13.759615,13.182055,5352880
2019-06-10,13.811538,14.019230,13.784615,13.963461,13.377343,4089800
2019-06-11,14.038461,14.198076,13.878846,14.013461,13.425246,9281480
2019-06-12,13.998076,14.451923,13.998076,14.230769,13.633431,8308560
2019-06-13,14.242307,14.569230,14.040384,14.161538,13.567106,4382040
2019-06-14,14.126923,14.467307,14.119230,14.288461,13.688702,6751160
2019-06-17,14.230769,14.596153,14.230769,14.423076,13.817668,4921800
2019-06-18,14.480769,14.530769,14.350000,14.419230,13.813982,4370080
2019-06-19,14.365384,14.680769,14.225000,14.615384,14.001904,4134520
2019-06-21,14.615384,14.615384,14.240384,14.317307,13.716338,6468280
2019-06-24,14.321153,14.498076,14.165384,14.484615,13.876624,2781480
2019-06-25,14.388461,14.519230,14.038461,14.038461,13.449195,5479240
2019-06-26,14.036538,14.159615,14.011538,14.115384,13.522889,6757920
2019-06-27,13.901923,14.601923,13.901923,14.601923,14.020009,3719560
2019-06-28,14.576923,14.780769,14.513461,14.634615,14.051399,5190120
2019-07-01,14.692307,14.869230,14.607692,14.846153,14.254505,11952200
2019-07-02,14.846153,14.926923,14.651923,14.651923,14.068018,6086080
2019-07-03,14.586538,15.000000,14.567307,14.807692,14.217575,6439680
2019-07-04,15.036538,15.500000,14.926923,15.500000,14.882294,5142280
2019-07-05,15.461538,15.657692,15.367307,15.638461,15.015238,3355040
2019-07-08,15.619230,15.861538,15.467307,15.673076,15.048474,6514040
2019-07-10,15.703846,16.250000,15.648076,16.057692,15.417760,8119800
2019-07-11,16.061539,16.278847,15.975000,16.086538,15.445459,6006520
2019-07-12,16.153847,16.288462,15.409615,15.409615,14.795509,8387080
2019-07-15,15.480769,15.561538,15.294230,15.459615,14.843518,2559440
2019-07-16,15.459615,15.536538,15.021153,15.021153,14.422531,13894400
2019-07-17,15.017307,15.201923,14.792307,14.913461,14.319132,7854600
2019-07-18,15.000000,15.063461,14.963461,15.000000,14.402220,5119400
2019-07-19,15.038461,15.194230,14.882692,14.903846,14.309898,4519320
2019-07-22,14.907692,15.096153,14.903846,14.921153,14.326514,3578640
2019-07-23,14.982692,15.088461,14.890384,14.917307,14.322824,3534960
2019-07-24,14.884615,15.359615,14.884615,15.359615,14.747506,3986840
2019-07-25,15.301923,15.669230,15.184615,15.348076,14.736425,5315440
2019-07-26,15.384615,16.053846,15.367307,15.865384,15.233118,8476520
2019-07-29,15.903846,16.184614,15.730769,16.173077,15.528548,3276000
2019-07-30,16.132692,16.403847,15.980769,16.057692,15.417760,3426800
2019-07-31,16.076923,16.209616,15.865384,15.963461,15.327287,5510440
2019-08-01,15.996153,16.424999,15.944230,16.311539,15.661493,5630040
2019-08-02,16.259615,16.948076,16.259615,16.923077,16.248663,8690760
2019-08-05,16.394230,16.538462,16.153847,16.153847,15.510082,5298800
2019-08-06,16.150000,16.830769,16.150000,16.634615,15.971692,7519200
2019-08-07,17.259615,18.205769,17.136538,18.173077,17.448849,21605480
2019-08-08,18.211538,18.219231,17.569229,17.663462,16.959538,15366000
2019-08-09,17.694229,17.917307,17.653847,17.692307,16.987234,8727680
2019-08-12,17.307692,17.463461,17.173077,17.288462,16.599483,6912360
2019-08-13,17.132692,17.630770,17.117308,17.382692,16.689957,5092360
2019-08-14,17.126923,17.450001,16.923077,16.924999,16.250509,7728240
2019-08-15,16.882692,17.184614,16.549999,16.769230,16.100945,8882640
2019-08-16,16.921152,17.028847,16.609615,17.028847,16.350214,6769360
2019-08-19,17.057692,17.392307,16.951923,17.171152,16.486849,5949840
2019-08-20,17.240383,17.326923,16.840384,17.290384,16.601330,5061160
2019-08-21,17.328846,17.376923,17.049999,17.211538,16.525621,7548320
2019-08-22,17.190384,17.305769,17.051924,17.173077,16.488697,3884400
2019-08-23,17.086538,17.384615,16.940384,17.115383,16.433302,4886440
