Sigla da UF,Rede,TX_Apro,Indicador de Rendimento (P),SAEB_M,SAEB_P,Nota Média Padronizada (N),"IDEB
2021
(N x P)"
,,,,,,,
,,,,,,,
SG_UF,REDE,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2021
SP,Municipal,98.5,0.98,ND,ND,-,-
SP,Municipal,98.6,0.99,ND,ND,-,-
SP,Municipal,98.0,0.98,ND,ND,-,-
SP,Municipal,99.8,1.00,ND,ND,-,-
SP,Municipal,97.2,0.97,ND,ND,-,-
SP,Municipal,99.5,1.00,256.82,262.12,5.32,5.3
SP,Municipal,99.8,1.00,ND,ND,-,-
SP,Municipal,98.9,0.99,257.74,257.41,5.25,5.2
SP,Municipal,99.6,1.00,ND,ND,-,-
SP,Municipal,99.5,0.99,260.84,259.12,5.33,5.3
SP,Municipal,97.4,0.97,283.19,281.04,6.07,5.9
SP,Municipal,100.0,1.00,256.20,256.41,5.21,5.2
SP,Municipal,93.4,0.93,ND,ND,-,-
SP,Municipal,99.1,0.99,266.02,268.42,5.57,5.5
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,98.8,0.99,ND,ND,-,-
SP,Municipal,98.3,0.98,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,96.0,0.96,ND,ND,-,-
SP,Municipal,100.0,1.00,234.20,239.69,4.56,4.6
SP,Municipal,99.7,1.00,ND,ND,-,-
SP,Municipal,95.5,0.95,ND,ND,-,-
SP,Municipal,94.9,0.95,256.78,256.98,5.23,5.0
SP,Municipal,98.8,0.99,262.98,268.17,5.52,5.5
SP,Municipal,94.9,0.95,ND,ND,-,-
SP,Municipal,98.9,0.99,ND,ND,-,-
SP,Municipal,100.0,1.00,254.32,255.82,5.17,5.2
SP,Municipal,99.2,0.99,ND,ND,-,-
SP,Municipal,95.7,0.96,248.07,256.10,5.07,4.9
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,93.8,0.94,244.63,245.98,4.84,4.6
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,98.0,0.98,ND,ND,-,-
SP,Municipal,99.3,0.99,ND,ND,-,-
SP,Municipal,100.0,1.00,271.32,272.60,5.73,5.7
SP,Municipal,99.6,1.00,ND,ND,-,-
SP,Municipal,96.7,0.97,ND,ND,-,-
SP,Municipal,97.3,0.97,ND,ND,-,-
SP,Municipal,98.5,0.99,ND,ND,-,-
SP,Municipal,98.9,0.99,255.09,254.38,5.16,5.1
SP,Municipal,98.4,0.98,ND,ND,-,-
SP,Municipal,100.0,1.00,249.16,258.01,5.12,5.1
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,95.9,0.96,258.72,259.98,5.31,5.1
SP,Municipal,99.7,0.99,ND,ND,-,-
SP,Municipal,92.9,0.93,ND,ND,-,-
SP,Municipal,98.5,0.98,ND,ND,-,-
SP,Municipal,98.6,0.98,267.89,286.17,5.90,5.8
SP,Municipal,99.2,0.99,ND,ND,-,-
SP,Municipal,94.8,0.95,ND,ND,-,-
SP,Municipal,99.0,0.99,ND,ND,-,-
SP,Municipal,91.4,0.91,248.15,248.75,4.95,4.5
SP,Municipal,97.3,0.97,ND,ND,-,-
SP,Municipal,95.3,0.95,242.26,248.47,4.85,4.6
SP,Municipal,99.7,1.00,256.37,268.71,5.42,5.4
SP,Municipal,99.3,0.99,245.77,250.77,4.94,4.9
SP,Municipal,98.5,0.98,ND,ND,-,-
SP,Municipal,96.4,0.96,ND,ND,-,-
SP,Estadual,92.3,0.93,ND,ND,-,-
SP,Municipal,97.2,0.97,ND,ND,-,-
SP,Municipal,93.9,0.94,ND,ND,-,-
SP,Municipal,95.7,0.95,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,93.3,0.92,ND,ND,-,-
SP,Municipal,96.1,0.96,ND,ND,-,-
SP,Municipal,98.1,0.98,ND,ND,-,-
SP,Municipal,99.1,0.99,ND,ND,-,-
SP,Municipal,94.4,0.94,255.03,273.34,5.47,5.2
SP,Municipal,97.5,0.98,ND,ND,-,-
SP,Municipal,99.8,1.00,ND,ND,-,-
SP,Municipal,99.1,0.99,252.00,252.41,5.07,5.0
SP,Municipal,99.5,1.00,245.87,254.47,5.01,5.0
SP,Municipal,95.4,0.96,258.45,268.65,5.45,5.2
SP,Municipal,100.0,1.00,218.83,218.05,3.95,3.9
SP,Municipal,98.1,0.98,269.74,267.89,5.63,5.5
SP,Municipal,99.1,0.99,ND,ND,-,-
SP,Municipal,97.6,0.98,250.58,257.15,5.13,5.0
SP,Municipal,97.1,0.97,ND,ND,-,-
SP,Municipal,98.4,0.98,ND,ND,-,-
SP,Municipal,96.8,0.97,258.39,266.41,5.41,5.2
SP,Municipal,98.7,0.98,ND,ND,-,-
SP,Municipal,99.2,0.99,ND,ND,-,-
SP,Municipal,99.7,1.00,258.14,262.23,5.34,5.3
SP,Municipal,99.5,0.99,ND,ND,-,-
SP,Municipal,97.3,0.97,242.00,237.46,4.66,4.5
SP,Municipal,96.7,0.97,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,98.2,0.98,ND,ND,-,-
SP,Municipal,99.4,0.99,ND,ND,-,-
SP,Municipal,99.2,0.99,264.58,254.23,5.31,5.3
SP,Municipal,95.4,0.95,269.35,268.28,5.63,5.4
SP,Municipal,90.4,0.89,231.00,232.51,4.39,3.9
SP,Municipal,97.5,0.97,ND,ND,-,-
SP,Municipal,99.5,0.99,ND,ND,-,-
SP,Municipal,96.9,0.96,258.13,261.79,5.33,5.1
SP,Municipal,99.3,0.99,276.47,277.78,5.90,5.9
SP,Municipal,-,-,-,-,-,-
SP,Municipal,98.9,0.99,ND,ND,-,-
SP,Municipal,100.0,1.00,259.95,262.83,5.38,5.4
SP,Municipal,96.8,0.97,ND,ND,-,-
SP,Municipal,94.7,0.95,ND,ND,-,-
SP,Municipal,99.6,1.00,249.01,247.30,4.94,4.9
SP,Municipal,99.6,1.00,ND,ND,-,-
SP,Municipal,99.1,0.99,ND,ND,-,-
SP,Municipal,98.8,0.99,ND,ND,-,-
SP,Municipal,98.1,0.98,ND,ND,-,-
SP,Municipal,95.3,0.95,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.7,1.00,249.47,258.33,5.13,5.1
SP,Municipal,99.7,1.00,ND,ND,-,-
SP,Municipal,95.5,0.95,270.84,273.91,5.75,5.5
SP,Municipal,100.0,1.00,252.67,264.42,5.28,5.3
SP,Municipal,98.3,0.98,247.22,245.84,4.88,4.8
SP,Municipal,96.4,0.97,ND,ND,-,-
SP,Municipal,100.0,1.00,259.98,256.65,5.28,5.3
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.7,1.00,255.27,254.96,5.17,5.2
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,264.89,262.72,5.46,5.5
SP,Municipal,99.1,0.99,ND,ND,-,-
SP,Municipal,98.2,0.98,256.46,253.71,5.17,5.1
SP,Estadual,-,-,-,-,-,-
SP,Estadual,93.8,0.94,ND,ND,-,-
SP,Municipal,97.1,0.97,ND,ND,-,-
SP,Estadual,96.1,0.96,ND,ND,-,-
SP,Estadual,92.5,0.91,ND,ND,-,-
SP,Estadual,99.8,1.00,250.66,252.19,5.05,5.0
SP,Estadual,99.4,0.99,247.44,255.54,5.05,5.0
SP,Estadual,91.7,0.92,263.20,253.72,5.28,4.8
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.1,0.99,261.40,265.19,5.44,5.4
SP,Municipal,98.2,0.98,ND,ND,-,-
SP,Municipal,100.0,1.00,273.02,284.08,5.95,6.0
SP,Municipal,99.2,0.99,ND,ND,-,-
SP,Municipal,99.0,0.99,ND,ND,-,-
SP,Municipal,93.7,0.94,ND,ND,-,-
SP,Municipal,98.5,0.98,ND,ND,-,-
SP,Municipal,97.1,0.97,258.60,257.26,5.26,5.1
SP,Municipal,95.1,0.95,ND,ND,-,-
SP,Municipal,96.0,0.96,ND,ND,-,-
SP,Municipal,100.0,1.00,261.10,275.01,5.60,5.6
SP,Municipal,98.7,0.99,ND,ND,-,-
SP,Municipal,99.0,0.99,265.02,274.32,5.66,5.6
SP,Municipal,99.4,1.00,254.91,251.94,5.11,5.1
SP,Municipal,98.0,0.98,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.5,0.99,ND,ND,-,-
SP,Municipal,89.9,0.90,ND,ND,-,-
SP,Municipal,98.8,0.99,ND,ND,-,-
SP,Municipal,94.5,0.93,ND,ND,-,-
SP,Municipal,84.4,0.85,ND,ND,-,-
SP,Municipal,98.1,0.99,276.37,283.79,6.00,5.9
SP,Municipal,98.2,0.98,237.89,241.10,4.65,4.6
SP,Municipal,95.9,0.95,ND,ND,-,-
SP,Municipal,99.0,0.99,256.64,261.79,5.31,5.3
SP,Municipal,96.3,0.96,ND,ND,-,-
SP,Municipal,94.0,0.94,ND,ND,-,-
SP,Municipal,99.5,0.99,253.26,262.33,5.26,5.2
SP,Municipal,98.7,0.99,254.68,261.87,5.28,5.2
SP,Municipal,97.8,0.98,250.15,263.20,5.22,5.1
SP,Municipal,99.1,0.99,ND,ND,-,-
SP,Municipal,94.0,0.94,ND,ND,-,-
SP,Municipal,98.6,0.98,244.25,256.02,5.00,4.9
SP,Municipal,94.6,0.94,ND,ND,-,-
SP,Municipal,98.7,0.99,ND,ND,-,-
SP,Municipal,98.9,0.99,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,95.7,0.96,ND,ND,-,-
SP,Municipal,-,-,-,-,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.7,1.00,250.24,267.86,5.30,5.3
SP,Municipal,97.8,0.98,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,249.30,254.93,5.07,5.1
SP,Municipal,97.9,0.98,252.58,261.00,5.23,5.1
SP,Municipal,99.5,1.00,ND,ND,-,-
SP,Municipal,98.5,0.98,ND,ND,-,-
SP,Municipal,97.9,0.98,ND,ND,-,-
SP,Municipal,97.1,0.97,ND,ND,-,-
SP,Municipal,97.8,0.98,ND,ND,-,-
SP,Municipal,99.7,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,95.3,0.95,ND,ND,-,-
SP,Municipal,99.0,0.99,ND,ND,-,-
SP,Municipal,99.4,0.99,ND,ND,-,-
SP,Municipal,100.0,1.00,262.09,260.33,5.37,5.4
SP,Municipal,97.1,0.97,ND,ND,-,-
SP,Estadual,-,-,-,-,-,-
SP,Estadual,98.1,0.98,243.00,249.39,4.87,4.8
SP,Estadual,94.9,0.95,ND,ND,-,-
SP,Estadual,94.8,0.95,ND,ND,-,-
SP,Municipal,100.0,1.00,266.47,259.22,5.43,5.4
SP,Municipal,-,-,-,-,-,-
SP,Municipal,97.7,0.98,ND,ND,-,-
SP,Municipal,98.4,0.98,ND,ND,-,-
SP,Municipal,95.1,0.94,ND,ND,-,-
SP,Municipal,98.9,0.99,ND,ND,-,-
SP,Municipal,90.6,0.90,ND,ND,-,-
SP,Municipal,99.6,1.00,245.87,249.68,4.93,4.9
SP,Municipal,98.6,0.98,ND,ND,-,-
SP,Municipal,100.0,1.00,247.92,256.44,5.07,5.1
SP,Municipal,96.9,0.97,ND,ND,-,-
SP,Municipal,96.7,0.96,ND,ND,-,-
SP,Municipal,99.8,1.00,ND,ND,-,-
SP,Municipal,98.8,0.99,255.33,269.90,5.42,5.4
SP,Municipal,95.1,0.95,247.74,250.03,4.96,4.7
SP,Municipal,100.0,1.00,276.62,269.25,5.76,5.8
SP,Municipal,99.0,0.99,260.06,272.27,5.54,5.5
SP,Municipal,97.6,0.98,240.89,245.85,4.78,4.7
SP,Municipal,100.0,1.00,252.82,255.73,5.14,5.1
SP,Municipal,99.6,0.99,ND,ND,-,-
SP,Estadual,93.5,0.94,ND,ND,-,-
SP,Estadual,91.8,0.92,ND,ND,-,-
SP,Estadual,94.2,0.94,247.71,255.69,5.06,4.7
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Estadual,97.4,0.97,267.71,271.20,5.65,5.5
SP,Estadual,95.4,0.96,256.87,266.49,5.39,5.2
SP,Municipal,99.8,1.00,ND,ND,-,-
SP,Municipal,99.1,0.99,255.55,262.63,5.30,5.3
SP,Municipal,99.8,1.00,ND,ND,-,-
SP,Municipal,98.6,0.98,ND,ND,-,-
SP,Municipal,99.6,0.99,ND,ND,-,-
SP,Municipal,100.0,1.00,248.09,264.63,5.21,5.2
SP,Municipal,99.7,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,234.70,239.71,4.57,4.6
SP,Municipal,99.5,1.00,248.47,250.59,4.98,5.0
SP,Municipal,98.9,0.99,ND,ND,-,-
SP,Municipal,98.8,0.99,ND,ND,-,-
SP,Municipal,100.0,1.00,242.57,252.00,4.91,4.9
SP,Municipal,99.2,0.99,258.59,265.92,5.41,5.4
SP,Municipal,97.9,0.98,268.21,271.75,5.67,5.5
SP,Municipal,99.5,0.99,264.90,266.06,5.52,5.5
SP,Municipal,99.1,0.99,ND,ND,-,-
SP,Municipal,99.5,1.00,ND,ND,-,-
SP,Municipal,97.8,0.98,ND,ND,-,-
SP,Municipal,99.3,0.99,ND,ND,-,-
SP,Municipal,94.1,0.94,ND,ND,-,-
SP,Municipal,99.8,1.00,ND,ND,-,-
SP,Municipal,98.4,0.98,ND,ND,-,-
SP,Municipal,99.0,0.99,ND,ND,-,-
SP,Municipal,94.2,0.94,ND,ND,-,-
SP,Municipal,97.5,0.98,ND,ND,-,-
SP,Municipal,-,-,-,-,-,-
SP,Municipal,99.0,0.99,ND,ND,-,-
SP,Municipal,97.7,0.98,265.37,257.90,5.39,5.3
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.5,1.00,ND,ND,-,-
SP,Municipal,99.8,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.4,0.99,262.27,262.70,5.42,5.4
SP,Municipal,100.0,1.00,257.53,256.00,5.23,5.2
SP,Municipal,98.8,0.99,249.54,257.01,5.11,5.0
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.5,0.99,ND,ND,-,-
SP,Municipal,99.7,1.00,255.62,258.64,5.24,5.2
SP,Estadual,100.0,1.00,257.18,263.80,5.35,5.3
SP,Municipal,98.9,0.99,ND,ND,-,-
SP,Municipal,98.9,0.99,254.98,260.95,5.27,5.2
SP,Estadual,96.1,0.96,253.69,252.63,5.11,4.9
SP,Municipal,95.9,0.96,ND,ND,-,-
SP,Municipal,94.7,0.95,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.2,0.99,ND,ND,-,-
SP,Municipal,99.7,1.00,ND,ND,-,-
SP,Estadual,96.6,0.97,269.82,273.77,5.73,5.5
SP,Municipal,99.6,1.00,254.82,250.30,5.09,5.1
SP,Municipal,95.5,0.95,261.60,265.68,5.45,5.2
SP,Municipal,99.7,1.00,261.24,257.47,5.31,5.3
SP,Municipal,95.8,0.96,ND,ND,-,-
SP,Municipal,99.5,0.99,ND,ND,-,-
SP,Municipal,99.7,1.00,253.43,263.53,5.28,5.3
SP,Municipal,98.3,0.98,ND,ND,-,-
SP,Municipal,100.0,1.00,277.99,271.16,5.82,5.8
SP,Municipal,99.1,0.99,253.86,266.60,5.34,5.3
SP,Municipal,95.0,0.95,ND,ND,-,-
SP,Municipal,99.7,1.00,259.97,271.02,5.52,5.5
SP,Municipal,98.6,0.99,ND,ND,-,-
SP,Municipal,99.6,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,272.23,270.43,5.71,5.7
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.8,1.00,ND,ND,-,-
SP,Municipal,97.5,0.98,ND,ND,-,-
SP,Municipal,97.7,0.98,ND,ND,-,-
SP,Municipal,98.8,0.99,ND,ND,-,-
SP,Estadual,91.1,0.91,232.55,233.58,4.44,4.0
SP,Estadual,98.6,0.99,249.46,251.92,5.02,5.0
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.4,0.99,ND,ND,-,-
SP,Municipal,99.7,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,246.74,267.08,5.23,5.2
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Estadual,98.9,0.99,ND,ND,-,-
SP,Estadual,-,-,-,-,-,-
SP,Estadual,94.1,0.94,250.45,254.91,5.09,4.8
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,97.8,0.98,272.20,281.81,5.90,5.8
SP,Estadual,-,-,-,-,-,-
SP,Municipal,-,-,-,-,-,-
SP,Municipal,97.2,0.97,240.19,241.42,4.69,4.6
SP,Municipal,98.9,0.99,ND,ND,-,-
SP,Municipal,97.7,0.98,ND,ND,-,-
SP,Municipal,93.9,0.94,ND,ND,-,-
SP,Estadual,94.5,0.94,ND,ND,-,-
SP,Estadual,95.5,0.95,268.63,271.87,5.68,5.4
SP,Estadual,96.4,0.97,241.74,244.87,4.78,4.6
SP,Estadual,99.7,0.99,273.43,281.92,5.92,5.9
SP,Estadual,-,-,-,-,-,-
SP,Estadual,97.1,0.97,244.61,244.76,4.82,4.7
SP,Municipal,97.6,0.98,ND,ND,-,-
SP,Municipal,99.6,0.99,ND,ND,-,-
SP,Estadual,98.5,0.99,256.49,267.65,5.40,5.3
SP,Estadual,99.1,0.99,255.16,262.06,5.29,5.2
SP,Municipal,98.8,0.98,ND,ND,-,-
SP,Estadual,98.3,0.98,246.25,253.19,4.99,4.9
SP,Municipal,99.7,1.00,ND,ND,-,-
SP,Municipal,99.7,1.00,263.42,261.53,5.42,5.4
SP,Estadual,-,-,-,-,-,-
SP,Estadual,-,-,-,-,-,-
SP,Municipal,97.9,0.98,252.48,256.49,5.15,5.0
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Estadual,98.2,0.98,258.01,261.47,5.32,5.2
SP,Municipal,97.6,0.98,ND,ND,-,-
SP,Municipal,100.0,1.00,ND,ND,-,-
SP,Municipal,99.1,0.99,ND,ND,-,-
SP,Estadual,99.3,0.99,242.73,253.48,4.94,4.9
SP,Estadual,98.5,0.98,ND,ND,-,-
SP,Estadual,98.7,0.99,254.10,264.02,5.30,5.2
SP,Estadual,99.8,1.00,258.56,259.76,5.31,5.3
SP,Estadual,98.3,0.98,266.31,266.71,5.55,5.5
SP,Estadual,85.4,0.86,ND,ND,-,-
SP,Estadual,91.8,0.92,276.94,276.99,5.90,5.4
SP,Estadual,97.7,0.97,ND,ND,-,-
SP,Estadual,99.6,1.00,242.87,247.16,4.83,4.8
SP,Estadual,96.7,0.97,255.39,251.18,5.11,4.9
SP,Estadual,91.1,0.91,241.02,245.37,4.77,4.4
SP,Estadual,94.7,0.95,267.23,276.54,5.73,5.4
SP,Estadual,88.3,0.88,264.67,278.48,5.72,5.0
SP,Estadual,98.2,0.98,249.29,250.38,4.99,4.9
SP,Estadual,93.4,0.93,255.57,267.79,5.39,5.0
SP,Estadual,96.9,0.97,ND,ND,-,-
SP,Estadual,100.0,1.00,256.55,268.32,5.41,5.4
SP,Estadual,91.0,0.91,249.96,255.83,5.10,4.6
SP,Estadual,91.7,0.92,261.54,272.83,5.57,5.1
SP,Estadual,92.4,0.92,249.70,251.28,5.02,4.6
SP,Estadual,96.4,0.96,ND,ND,-,-
SP,Estadual,94.3,0.94,247.11,239.67,4.78,4.5
SP,Estadual,-,-,-,-,-,-
SP,Estadual,95.0,0.95,ND,ND,-,-
SP,Estadual,89.1,0.89,ND,ND,-,-
SP,Estadual,93.4,0.93,242.70,242.54,4.75,4.4
SP,Estadual,96.8,0.97,ND,ND,-,-
SP,Estadual,100.0,1.00,269.29,267.92,5.62,5.6
SP,Estadual,94.0,0.94,ND,ND,-,-
SP,Estadual,95.1,0.95,252.95,254.61,5.13,4.9
SP,Estadual,92.7,0.92,244.02,247.70,4.86,4.5
SP,Estadual,100.0,1.00,245.39,256.62,5.03,5.0
SP,Estadual,88.8,0.89,274.21,278.52,5.88,5.2
SP,Estadual,99.6,1.00,250.27,240.65,4.85,4.8
SP,Estadual,-,-,-,-,-,-
SP,Estadual,89.8,0.90,245.16,248.92,4.90,4.4
SP,Estadual,93.2,0.93,254.13,252.56,5.11,4.8
SP,Estadual,100.0,1.00,250.25,253.07,5.06,5.1
SP,Estadual,93.4,0.93,ND,ND,-,-
SP,Estadual,99.0,0.99,269.11,277.64,5.78,5.7
SP,Estadual,95.3,0.95,253.61,268.64,5.37,5.1
SP,Estadual,100.0,1.00,256.86,267.23,5.40,5.4
SP,Estadual,92.8,0.93,260.88,271.68,5.54,5.1
SP,Estadual,-,-,-,-,-,-
SP,Estadual,98.9,0.99,251.02,260.17,5.19,5.1
SP,Estadual,90.4,0.90,ND,ND,-,-
SP,Estadual,91.8,0.92,ND,ND,-,-
SP,Estadual,96.9,0.97,260.51,259.59,5.34,5.2
SP,Estadual,-,-,-,-,-,-
SP,Estadual,93.6,0.93,ND,ND,-,-
SP,Estadual,96.2,0.96,ND,ND,-,-
SP,Estadual,97.7,0.97,ND,ND,-,-
SP,Estadual,97.3,0.97,256.11,262.30,5.31,5.2
SP,Estadual,99.7,1.00,244.86,252.32,4.95,4.9
SP,Estadual,-,-,-,-,-,-
SP,Estadual,100.0,1.00,ND,ND,-,-
SP,Estadual,95.3,0.95,254.98,263.02,5.30,5.1
SP,Estadual,-,-,-,-,-,-
SP,Estadual,-,-,-,-,-,-
SP,Estadual,97.6,0.97,ND,ND,-,-
SP,Estadual,96.6,0.97,261.75,265.63,5.46,5.3
SP,Estadual,97.0,0.97,259.01,274.08,5.55,5.4
SP,Estadual,94.0,0.94,252.00,253.23,5.09,4.8
SP,Estadual,99.1,0.99,281.20,280.81,6.03,6.0
SP,Estadual,-,-,-,-,-,-
SP,Estadual,100.0,1.00,265.11,270.03,5.59,5.6
SP,Estadual,98.9,0.99,258.94,268.22,5.45,5.4
SP,Estadual,98.1,0.98,250.67,252.78,5.06,5.0
SP,Estadual,99.0,0.99,272.92,277.81,5.85,5.8
SP,Estadual,-,-,-,-,-,-
SP,Estadual,100.0,1.00,252.05,260.81,5.21,5.2
SP,Estadual,96.3,0.96,250.67,245.56,4.94,4.8
SP,Estadual,100.0,1.00,254.70,257.63,5.21,5.2
SP,Estadual,99.6,1.00,263.18,260.57,5.40,5.4
SP,Estadual,84.5,0.84,ND,ND,-,-
SP,Estadual,95.8,0.96,260.05,263.22,5.39,5.2
SP,Estadual,97.0,0.97,253.50,258.56,5.20,5.1
SP,Estadual,97.1,0.97,ND,ND,-,-
SP,Estadual,99.2,0.99,264.52,271.91,5.61,5.5
SP,Estadual,99.4,0.99,ND,ND,-,-
SP,Estadual,92.0,0.92,ND,ND,-,-
SP,Estadual,99.7,1.00,ND,ND,-,-
SP,Estadual,96.3,0.96,ND,ND,-,-
SP,Estadual,93.9,0.95,ND,ND,-,-
SP,Estadual,94.7,0.95,254.11,265.99,5.34,5.1
SP,Estadual,94.7,0.95,272.76,271.06,5.73,5.4
SP,Estadual,-,-,-,-,-,-
SP,Estadual,96.5,0.96,245.49,251.73,4.95,4.8
SP,Estadual,-,-,-,-,-,-
SP,Estadual,94.8,0.95,252.97,250.29,5.05,4.8
SP,Estadual,93.9,0.94,ND,ND,-,-
SP,Estadual,-,-,-,-,-,-
SP,Estadual,-,-,-,-,-,-
SP,Estadual,95.9,0.96,252.47,249.17,5.03,4.8
SP,Estadual,98.1,0.98,ND,ND,-,-
SP,Estadual,-,-,-,-,-,-
SP,Estadual,98.9,0.99,257.84,273.21,5.52,5.5
SP,Estadual,90.9,0.91,ND,ND,-,-
SP,Estadual,98.0,0.98,250.74,264.74,5.26,5.1
SP,Estadual,99.4,0.99,256.84,271.71,5.48,5.4
SP,Estadual,93.4,0.93,ND,ND,-,-
SP,Estadual,98.3,0.98,ND,ND,-,-
SP,Estadual,98.7,0.99,ND,ND,-,-
SP,Estadual,-,-,-,-,-,-
SP,Estadual,91.9,0.91,ND,ND,-,-
SP,Estadual,90.8,0.90,ND,ND,-,-
SP,Estadual,94.7,0.95,241.59,245.09,4.78,4.5
SP,Estadual,95.8,0.96,251.73,260.79,5.21,5.0
SP,Estadual,-,-,-,-,-,-
SP,Estadual,97.0,0.97,236.17,239.03,4.59,4.4
SP,Estadual,97.8,0.98,269.54,271.36,5.68,5.6
SP,Estadual,100.0,1.00,ND,ND,-,-
SP,Estadual,-,-,-,-,-,-
SP,Estadual,98.2,0.98,247.31,255.39,5.05,5.0
SP,Estadual,95.6,0.96,256.06,255.60,5.19,5.0
SP,Estadual,-,-,-,-,-,-
SP,Estadual,91.4,0.91,242.33,247.57,4.83,4.4
SP,Estadual,94.8,0.95,257.40,270.44,5.46,5.2
SP,Estadual,100.0,1.00,267.43,270.09,5.63,5.6
SP,Estadual,92.5,0.92,251.53,250.17,5.03,4.6
SP,Estadual,100.0,1.00,ND,ND,-,-
SP,Estadual,99.6,1.00,267.54,269.23,5.61,5.6
SP,Estadual,93.1,0.93,ND,ND,-,-
SP,Estadual,-,-,-,-,-,-
SP,Estadual,93.8,0.94,ND,ND,-,-
SP,Estadual,96.3,0.96,271.14,280.41,5.86,5.6
SP,Estadual,94.8,0.95,265.64,270.00,5.59,5.3
SP,Estadual,97.5,0.97,275.02,282.14,5.95,5.8
SP,Estadual,94.5,0.94,ND,ND,-,-
SP,Estadual,97.5,0.97,224.74,230.37,4.25,4.1
SP,Estadual,93.1,0.93,262.61,274.65,5.62,5.2
SP,Estadual,99.5,0.99,269.58,275.20,5.75,5.7
SP,Estadual,92.3,0.92,260.66,261.65,5.37,4.9
SP,Estadual,92.6,0.93,242.36,254.16,4.94,4.6
SP,Estadual,-,-,-,-,-,-
SP,Estadual,96.4,0.97,248.00,258.84,5.11,5.0
SP,Estadual,96.7,0.97,ND,ND,-,-
SP,Estadual,-,-,-,-,-,-
SP,Estadual,96.7,0.97,253.73,265.44,5.32,5.2
SP,Estadual,100.0,1.00,249.46,267.28,5.28,5.3
SP,Estadual,99.0,0.99,262.32,278.91,5.69,5.6
SP,Estadual,-,-,-,-,-,-
SP,Estadual,98.2,0.98,ND,ND,-,-
SP,Estadual,96.7,0.97,255.27,258.72,5.23,5.1
SP,Estadual,100.0,1.00,ND,ND,-,-
SP,Estadual,98.9,0.99,ND,ND,-,-
SP,Estadual,95.8,0.95,249.89,260.98,5.18,4.9
SP,Estadual,98.6,0.99,ND,ND,-,-
SP,Estadual,-,-,-,-,-,-
SP,Estadual,91.7,0.92,252.28,262.60,5.25,4.8
SP,Estadual,93.4,0.93,ND,ND,-,-
SP,Estadual,99.3,0.99,247.36,254.28,5.03,5.0
SP,Estadual,96.4,0.96,ND,ND,-,-
SP,Estadual,91.0,0.90,ND,ND,-,-
SP,Estadual,93.0,0.93,254.59,266.64,5.35,5.0
SP,Estadual,-,-,-,-,-,-
SP,Estadual,99.1,0.99,ND,ND,-,-
SP,Estadual,95.1,0.95,251.69,256.99,5.14,4.9
SP,Estadual,94.7,0.95,248.74,253.58,5.04,4.8
SP,Estadual,92.3,0.92,ND,ND,-,-
SP,Estadual,99.7,1.00,263.18,264.74,5.47,5.5
