Sigla da UF,Rede,TX_Apro,Indicador de Rendimento (P),SAEB_M,SAEB_P,Nota Média Padronizada (N),"IDEB
2021
(N x P)"
,,,,,,,
,,,,,,,
SG_UF,REDE,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2021
CE,Municipal,98.6,0.99,267.41,241.06,5.14,5.1
CE,Municipal,100.0,1.00,287.52,259.31,5.78,5.8
CE,Municipal,94.9,0.92,242.90,238.72,4.69,4.3
CE,Municipal,100.0,1.00,251.05,258.83,5.16,5.2
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.0,0.99,298.43,279.39,6.30,6.2
CE,Municipal,100.0,1.00,265.12,276.72,5.70,5.7
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,263.62,283.44,5.78,5.8
CE,Municipal,100.0,1.00,231.18,245.70,4.61,4.6
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,217.54,235.53,4.22,4.2
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.8,1.00,254.48,262.15,5.28,5.3
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,279.92,269.22,5.82,5.8
CE,Municipal,98.6,0.99,249.30,247.44,4.95,4.9
CE,Municipal,100.0,1.00,254.13,252.28,5.11,5.1
CE,Municipal,100.0,1.00,258.53,251.36,5.16,5.2
CE,Municipal,99.6,1.00,256.88,266.32,5.39,5.4
CE,Municipal,100.0,1.00,227.47,226.36,4.23,4.2
CE,Municipal,97.0,0.97,250.71,242.64,4.89,4.7
CE,Municipal,100.0,1.00,250.22,249.87,5.00,5.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,263.57,264.10,5.46,5.5
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,255.12,250.29,5.09,5.1
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,264.80,264.16,5.48,5.5
CE,Municipal,100.0,1.00,259.72,269.93,5.49,5.5
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,273.17,275.92,5.82,5.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,287.36,283.07,6.17,6.2
CE,Municipal,100.0,1.00,258.07,256.18,5.24,5.2
CE,Municipal,100.0,1.00,243.14,249.00,4.87,4.9
CE,Municipal,100.0,1.00,270.87,278.18,5.82,5.8
CE,Municipal,100.0,1.00,270.48,261.09,5.53,5.5
CE,Municipal,98.1,0.98,256.12,258.99,5.25,5.2
CE,Municipal,100.0,1.00,255.08,261.45,5.28,5.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,252.07,259.46,5.19,5.2
CE,Municipal,100.0,1.00,293.43,298.16,6.53,6.5
CE,Municipal,100.0,1.00,258.22,256.98,5.25,5.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,245.76,245.45,4.85,4.9
CE,Municipal,100.0,1.00,240.84,235.80,4.61,4.6
CE,Municipal,100.0,1.00,285.86,288.23,6.23,6.2
CE,Municipal,100.0,1.00,312.46,282.84,6.59,6.6
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,ND,ND,-,-
CE,Municipal,100.0,1.00,337.88,307.39,7.42,7.4
CE,Municipal,100.0,1.00,315.18,263.60,6.31,6.3
CE,Estadual,-,-,-,-,-,-
CE,Municipal,95.1,0.94,225.71,237.70,4.39,4.1
CE,Municipal,90.3,0.90,255.17,262.64,5.30,4.8
CE,Municipal,99.2,0.99,227.67,240.76,4.47,4.4
CE,Municipal,100.0,1.00,231.08,246.57,4.63,4.6
CE,Municipal,92.3,0.92,242.64,248.97,4.86,4.5
CE,Municipal,93.4,0.93,ND,ND,-,-
CE,Municipal,81.3,0.81,240.55,254.12,4.91,4.0
CE,Municipal,99.0,0.99,242.53,262.45,5.08,5.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,97.1,0.97,245.25,255.19,5.01,4.9
CE,Municipal,96.2,0.96,234.93,245.20,4.67,4.5
CE,Municipal,-,-,-,-,-,-
CE,Municipal,90.0,0.90,241.40,254.97,4.94,4.5
CE,Municipal,98.2,0.98,254.74,276.09,5.51,5.4
CE,Municipal,90.7,0.92,247.20,262.51,5.16,4.7
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,85.4,0.85,239.37,255.34,4.91,4.2
CE,Municipal,96.9,0.97,246.86,265.21,5.20,5.0
CE,Municipal,95.8,0.96,248.29,264.11,5.21,5.0
CE,Municipal,99.6,0.99,246.08,254.28,5.01,5.0
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,88.8,0.89,258.50,264.56,5.38,4.8
CE,Municipal,88.2,0.85,246.50,259.49,5.10,4.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,253.85,263.23,5.28,5.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.3,0.99,241.45,234.27,4.60,4.6
CE,Municipal,96.1,0.96,264.74,268.08,5.55,5.3
CE,Municipal,98.7,0.99,220.38,229.44,4.16,4.1
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,80.0,0.81,242.29,254.24,4.94,4.0
CE,Municipal,88.9,0.88,252.26,251.54,5.06,4.5
CE,Municipal,94.6,0.94,236.85,254.27,4.85,4.6
CE,Municipal,-,-,-,-,-,-
CE,Municipal,93.5,0.94,252.12,261.61,5.23,4.9
CE,Estadual,-,-,-,-,-,-
CE,Municipal,98.8,0.99,248.86,265.70,5.24,5.2
CE,Municipal,97.2,0.97,229.27,237.35,4.44,4.3
CE,Municipal,96.5,0.97,234.52,257.83,4.87,4.7
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,252.39,255.01,5.12,5.1
CE,Municipal,100.0,1.00,219.46,223.86,4.06,4.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,98.3,0.99,239.91,236.44,4.61,4.5
CE,Municipal,95.9,0.96,229.10,251.98,4.68,4.5
CE,Municipal,84.9,0.85,247.53,260.97,5.14,4.4
CE,Municipal,96.4,0.97,240.38,231.11,4.52,4.4
CE,Municipal,100.0,1.00,216.43,216.41,3.88,3.9
CE,Municipal,100.0,1.00,238.92,253.31,4.87,4.9
CE,Municipal,93.9,0.95,239.05,227.45,4.44,4.2
CE,Municipal,-,-,-,-,-,-
CE,Municipal,92.6,0.92,232.04,246.50,4.64,4.3
CE,Municipal,100.0,1.00,225.57,253.42,4.65,4.6
CE,Municipal,83.7,0.84,233.86,248.95,4.71,4.0
CE,Municipal,98.1,0.98,233.64,245.73,4.66,4.6
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,231.33,240.10,4.52,4.5
CE,Municipal,100.0,1.00,224.47,205.30,3.83,3.8
CE,Municipal,98.2,0.98,230.29,240.76,4.52,4.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,199.45,197.40,3.28,3.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,94.0,0.94,226.36,241.17,4.46,4.2
CE,Municipal,-,-,-,-,-,-
CE,Municipal,95.7,0.95,253.53,265.57,5.32,5.0
CE,Municipal,99.3,0.99,206.51,209.80,3.61,3.6
CE,Municipal,83.2,0.84,232.46,232.83,4.42,3.7
CE,Estadual,-,-,-,-,-,-
CE,Municipal,89.6,0.89,246.12,257.33,5.06,4.5
CE,Municipal,99.3,0.99,222.28,229.55,4.20,4.2
CE,Municipal,100.0,1.00,227.13,235.84,4.38,4.4
CE,Estadual,-,-,-,-,-,-
CE,Municipal,88.2,0.88,257.21,256.45,5.23,4.6
CE,Municipal,97.6,0.98,247.68,261.59,5.15,5.0
CE,Estadual,100.0,1.00,218.04,219.53,3.96,4.0
CE,Estadual,100.0,1.00,ND,ND,-,-
CE,Municipal,97.5,0.97,248.64,264.11,5.21,5.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,97.8,0.98,249.56,263.51,5.22,5.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,92.9,0.92,189.49,231.06,3.68,3.4
CE,Municipal,93.2,0.94,ND,ND,-,-
CE,Municipal,97.9,0.98,236.38,250.97,4.79,4.7
CE,Municipal,100.0,1.00,227.80,243.65,4.52,4.5
CE,Municipal,-,-,-,-,-,-
CE,Municipal,95.4,0.96,246.92,255.33,5.04,4.8
CE,Municipal,-,-,-,-,-,-
CE,Estadual,95.9,0.96,241.01,239.43,4.67,4.5
CE,Municipal,94.4,0.94,249.40,257.45,5.11,4.8
CE,Municipal,98.3,0.98,240.27,241.74,4.70,4.6
CE,Municipal,91.2,0.91,220.86,233.13,4.23,3.9
CE,Municipal,72.9,0.73,ND,ND,-,-
CE,Municipal,96.6,0.97,244.63,253.99,4.98,4.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,100.0,1.00,243.91,270.10,5.23,5.2
CE,Municipal,-,-,-,-,-,-
CE,Municipal,92.4,0.92,240.82,253.78,4.91,4.5
CE,Estadual,-,-,-,-,-,-
CE,Estadual,96.1,0.96,232.24,234.70,4.45,4.3
CE,Municipal,100.0,1.00,273.41,279.74,5.89,5.9
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,246.22,250.78,4.95,5.0
CE,Municipal,100.0,1.00,230.26,227.09,4.29,4.3
CE,Municipal,100.0,1.00,247.01,249.06,4.93,4.9
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,283.62,286.34,6.17,6.2
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,260.14,254.11,5.24,5.2
CE,Municipal,100.0,1.00,259.43,251.60,5.18,5.2
CE,Municipal,100.0,1.00,264.98,264.77,5.50,5.5
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,237.77,245.71,4.72,4.7
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,272.84,262.75,5.59,5.6
CE,Municipal,100.0,1.00,278.93,279.88,5.98,6.0
CE,Municipal,100.0,1.00,259.72,266.23,5.43,5.4
CE,Municipal,100.0,1.00,245.72,252.79,4.98,5.0
CE,Municipal,100.0,1.00,232.62,241.85,4.57,4.6
CE,Municipal,100.0,1.00,266.16,264.58,5.51,5.5
CE,Municipal,98.7,0.99,248.86,251.55,5.01,5.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,249.20,253.93,5.05,5.1
CE,Municipal,100.0,1.00,261.96,269.54,5.53,5.5
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,278.15,277.66,5.93,5.9
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,92.8,0.93,252.81,254.75,5.13,4.8
CE,Municipal,92.0,0.93,281.70,286.91,6.14,5.7
CE,Municipal,98.6,0.99,290.98,280.69,6.19,6.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,95.7,0.96,250.97,235.18,4.77,4.6
CE,Municipal,100.0,1.00,268.06,250.53,5.31,5.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,254.92,274.89,5.50,5.5
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,263.01,258.83,5.36,5.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,246.26,246.42,4.88,4.9
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,280.14,277.97,5.97,6.0
CE,Municipal,100.0,1.00,247.25,252.57,5.00,5.0
CE,Municipal,100.0,1.00,278.94,280.38,5.99,6.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,257.95,263.43,5.36,5.4
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,268.07,262.09,5.50,5.5
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,270.11,270.52,5.68,5.7
CE,Municipal,100.0,1.00,265.58,257.82,5.39,5.4
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,269.84,259.36,5.49,5.5
CE,Municipal,100.0,1.00,365.53,322.39,8.13,8.1
CE,Municipal,100.0,1.00,261.03,270.22,5.52,5.5
CE,Municipal,100.0,1.00,229.61,241.76,4.52,4.5
CE,Municipal,100.0,1.00,255.78,264.15,5.33,5.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,267.80,248.91,5.28,5.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,257.94,254.35,5.20,5.2
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,229.21,240.53,4.50,4.5
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,276.33,264.11,5.67,5.7
CE,Municipal,100.0,1.00,312.83,306.31,6.99,7.0
CE,Municipal,100.0,1.00,334.27,299.81,7.23,7.2
CE,Municipal,100.0,1.00,290.27,246.46,5.61,5.6
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,270.57,251.55,5.37,5.4
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,235.44,230.98,4.44,4.4
CE,Municipal,100.0,1.00,302.66,270.41,6.22,6.2
CE,Municipal,99.1,0.99,258.22,249.21,5.12,5.1
CE,Municipal,100.0,1.00,249.20,250.22,4.99,5.0
CE,Municipal,100.0,1.00,269.74,246.20,5.27,5.3
CE,Estadual,100.0,1.00,253.95,240.96,4.92,4.9
CE,Municipal,100.0,1.00,254.56,259.15,5.23,5.2
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,243.60,249.88,4.89,4.9
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,239.38,250.76,4.84,4.8
CE,Municipal,100.0,1.00,258.02,277.80,5.60,5.6
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,263.67,273.24,5.62,5.6
CE,Estadual,100.0,1.00,248.07,253.64,5.03,5.0
CE,Municipal,100.0,1.00,258.17,262.49,5.34,5.3
CE,Municipal,100.0,1.00,268.75,274.78,5.73,5.7
CE,Municipal,100.0,1.00,253.27,253.42,5.11,5.1
CE,Municipal,99.7,1.00,253.04,258.01,5.18,5.2
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,257.75,260.83,5.31,5.3
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,260.83,247.20,5.13,5.1
CE,Municipal,100.0,1.00,246.13,247.40,4.89,4.9
CE,Municipal,100.0,1.00,ND,ND,-,-
CE,Municipal,100.0,1.00,263.65,270.30,5.57,5.6
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,264.03,265.72,5.50,5.5
CE,Municipal,99.4,0.99,250.30,247.96,4.97,4.9
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,255.26,261.67,5.28,5.3
CE,Municipal,98.8,0.99,272.70,267.64,5.67,5.6
CE,Municipal,94.3,0.94,237.07,239.52,4.61,4.4
CE,Municipal,100.0,1.00,229.66,230.79,4.34,4.3
CE,Municipal,100.0,1.00,277.68,288.36,6.10,6.1
CE,Municipal,100.0,1.00,267.54,272.46,5.67,5.7
CE,Municipal,100.0,1.00,261.83,257.57,5.32,5.3
CE,Municipal,100.0,1.00,280.82,278.55,5.99,6.0
CE,Municipal,100.0,1.00,262.81,275.06,5.63,5.6
CE,Municipal,100.0,1.00,278.02,280.48,5.98,6.0
CE,Municipal,100.0,1.00,301.14,300.00,6.69,6.7
CE,Municipal,100.0,1.00,245.89,230.33,4.60,4.6
CE,Municipal,99.6,0.99,274.07,276.05,5.84,5.8
CE,Municipal,100.0,1.00,261.77,261.11,5.38,5.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,360.24,347.93,8.47,8.5
CE,Municipal,100.0,1.00,313.67,311.75,7.09,7.1
CE,Municipal,100.0,1.00,349.84,319.81,7.83,7.8
CE,Municipal,100.0,1.00,350.75,327.50,7.97,8.0
CE,Municipal,100.0,1.00,371.65,344.11,8.60,8.6
CE,Municipal,100.0,1.00,386.40,360.23,9.11,9.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,356.46,329.09,8.09,8.1
CE,Municipal,100.0,1.00,313.59,306.78,7.01,7.0
CE,Municipal,100.0,1.00,379.06,339.75,8.65,8.6
CE,Municipal,100.0,1.00,335.69,327.98,7.73,7.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,351.28,306.59,7.63,7.6
CE,Municipal,100.0,1.00,321.88,302.46,7.07,7.1
CE,Municipal,100.0,1.00,345.94,329.79,7.93,7.9
CE,Municipal,100.0,1.00,330.72,321.11,7.53,7.5
CE,Municipal,100.0,1.00,371.02,303.88,7.92,7.9
CE,Municipal,100.0,1.00,335.80,262.40,6.64,6.6
CE,Municipal,100.0,1.00,337.51,306.00,7.39,7.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,90.9,0.90,234.97,234.91,4.50,4.0
CE,Municipal,93.3,0.93,259.45,259.14,5.31,4.9
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,257.12,259.98,5.29,5.3
CE,Municipal,100.0,1.00,280.44,285.09,6.09,6.1
CE,Municipal,100.0,1.00,281.30,282.63,6.07,6.1
CE,Municipal,100.0,1.00,264.18,264.73,5.48,5.5
CE,Municipal,99.1,0.99,278.70,282.04,6.01,6.0
CE,Municipal,100.0,1.00,272.77,270.87,5.73,5.7
CE,Municipal,100.0,1.00,275.40,276.79,5.87,5.9
CE,Municipal,100.0,1.00,270.90,280.89,5.86,5.9
CE,Municipal,100.0,1.00,277.33,275.43,5.88,5.9
CE,Municipal,99.7,1.00,281.20,291.84,6.22,6.2
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,281.61,282.65,6.07,6.1
CE,Municipal,100.0,1.00,270.28,275.87,5.77,5.8
CE,Municipal,100.0,1.00,277.98,283.59,6.03,6.0
CE,Municipal,100.0,1.00,266.79,270.07,5.61,5.6
CE,Municipal,100.0,1.00,273.03,284.35,5.96,6.0
CE,Municipal,100.0,1.00,265.18,270.00,5.59,5.6
CE,Municipal,100.0,1.00,259.06,257.66,5.28,5.3
CE,Municipal,100.0,1.00,283.23,283.97,6.12,6.1
CE,Municipal,100.0,1.00,262.19,276.86,5.65,5.7
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,261.43,255.52,5.28,5.3
CE,Municipal,100.0,1.00,249.78,244.64,4.91,4.9
CE,Municipal,100.0,1.00,282.26,280.85,6.05,6.1
CE,Municipal,100.0,1.00,289.24,270.30,5.99,6.0
CE,Municipal,100.0,1.00,256.29,245.13,5.02,5.0
CE,Municipal,100.0,1.00,258.05,262.57,5.34,5.3
CE,Municipal,100.0,1.00,263.70,270.31,5.57,5.6
CE,Municipal,100.0,1.00,273.36,253.37,5.45,5.4
CE,Municipal,100.0,1.00,257.04,247.00,5.07,5.1
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,246.67,245.09,4.86,4.9
CE,Municipal,100.0,1.00,233.32,238.65,4.53,4.5
CE,Municipal,99.8,1.00,277.28,283.45,6.01,6.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,250.63,259.65,5.17,5.2
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.7,1.00,246.73,252.70,4.99,5.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.5,0.99,259.30,255.45,5.25,5.2
CE,Municipal,99.9,1.00,240.33,248.37,4.81,4.8
CE,Municipal,99.6,1.00,254.04,265.74,5.33,5.3
CE,Municipal,-,-,-,-,-,-
CE,Estadual,98.5,0.99,241.38,257.31,4.98,4.9
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,266.16,268.96,5.59,5.6
CE,Estadual,96.0,0.96,259.45,259.47,5.32,5.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,279.30,285.21,6.08,6.1
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,248.45,257.45,5.10,5.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.9,1.00,253.48,260.38,5.23,5.2
CE,Estadual,92.1,0.92,252.07,260.35,5.21,4.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,93.5,0.91,250.90,266.60,5.29,4.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,248.56,255.05,5.06,5.1
CE,Estadual,100.0,1.00,262.61,281.05,5.73,5.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,247.63,261.77,5.16,5.2
CE,Municipal,100.0,1.00,247.46,255.19,5.04,5.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.5,0.99,255.57,269.13,5.41,5.4
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.8,1.00,246.53,256.52,5.05,5.0
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,99.1,0.99,249.40,262.79,5.20,5.2
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,94.1,0.94,236.24,234.73,4.52,4.2
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,255.29,261.76,5.28,5.3
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,92.7,0.93,259.27,267.61,5.45,5.1
CE,Municipal,100.0,1.00,271.20,281.47,5.88,5.9
CE,Estadual,100.0,1.00,259.90,278.28,5.64,5.6
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,100.0,1.00,266.69,278.32,5.75,5.8
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,249.93,244.08,4.90,4.9
CE,Municipal,100.0,1.00,253.68,269.32,5.38,5.4
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,96.0,0.94,255.01,255.11,5.17,4.9
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,98.6,0.99,237.55,242.88,4.67,4.6
CE,Estadual,100.0,1.00,249.91,268.47,5.31,5.3
CE,Estadual,98.5,0.98,247.02,251.06,4.97,4.9
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,250.57,264.60,5.25,5.3
CE,Municipal,100.0,1.00,284.84,278.60,6.06,6.1
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,98.1,0.98,239.54,255.40,4.92,4.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.8,1.00,239.61,250.39,4.83,4.8
CE,Estadual,89.7,0.90,249.14,256.05,5.09,4.6
CE,Municipal,100.0,1.00,261.89,265.91,5.46,5.5
CE,Estadual,98.4,0.98,ND,ND,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,274.96,281.60,5.94,5.9
CE,Estadual,-,-,-,-,-,-
CE,Estadual,100.0,1.00,248.66,262.97,5.19,5.2
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,100.0,1.00,255.31,251.32,5.11,5.1
CE,Municipal,100.0,1.00,242.48,249.51,4.87,4.9
CE,Municipal,100.0,1.00,260.67,279.50,5.67,5.7
CE,Estadual,100.0,1.00,250.17,266.34,5.28,5.3
CE,Estadual,93.5,0.93,227.73,241.47,4.49,4.2
CE,Municipal,100.0,1.00,246.68,255.96,5.04,5.0
CE,Estadual,-,-,-,-,-,-
CE,Estadual,100.0,1.00,249.21,257.41,5.11,5.1
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,247.55,259.44,5.12,5.1
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,99.5,0.99,253.26,263.38,5.28,5.3
CE,Municipal,100.0,1.00,251.81,261.92,5.23,5.2
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,100.0,1.00,259.27,263.65,5.38,5.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.9,1.00,234.27,248.66,4.72,4.7
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,250.52,259.03,5.16,5.2
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,245.58,248.41,4.90,4.9
CE,Municipal,96.9,0.97,236.18,253.49,4.83,4.7
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,245.73,259.60,5.09,5.1
CE,Municipal,99.5,1.00,259.91,271.25,5.52,5.5
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
