cod_ibge,ano,rede,nivel_escolar,tx_aprovacao,tx_reprovacao,tx_abandono
3543204,2019,Pública,Fundamental - anos finais,"99,5",0,"0,5"
3543238,2019,Pública,Fundamental - anos finais,"95,6","4,4",0
3543253,2019,Pública,Fundamental - anos finais,"99,2","0,8",0
3543303,2019,Privada,Fundamental - anos finais,"98,4","1,6",0
3543303,2019,Pública,Fundamental - anos finais,"96,8",3,"0,2"
3543402,2019,Privada,Fundamental - anos finais,"98,3","1,7",0
3543402,2019,Pública,Fundamental - anos finais,91,"7,4","1,6"
3543501,2019,Pública,Fundamental - anos finais,"97,4",2,"0,6"
3543600,2019,Pública,Fundamental - anos finais,"96,9","2,1",1
3543709,2019,Privada,Fundamental - anos finais,"94,2","5,8",0
3543709,2019,Pública,Fundamental - anos finais,"91,6","7,9","0,5"
3543808,2019,Pública,Fundamental - anos finais,"97,7","1,3",1
3543907,2019,Privada,Fundamental - anos finais,"98,8","1,2",0
3543907,2019,Pública,Fundamental - anos finais,"96,2","2,6","1,2"
3544004,2019,Privada,Fundamental - anos finais,"96,3","3,7",0
3544004,2019,Pública,Fundamental - anos finais,"89,8","9,9","0,3"
3544103,2019,Pública,Fundamental - anos finais,"95,7","3,8","0,5"
3544202,2019,Privada,Fundamental - anos finais,100,0,0
3544202,2019,Pública,Fundamental - anos finais,"98,9","0,7","0,4"
3544251,2019,Privada,Fundamental - anos finais,"98,5","1,5",0
3544251,2019,Pública,Fundamental - anos finais,"98,1","1,9",0
3544301,2019,Pública,Fundamental - anos finais,95,"4,8","0,2"
3544400,2019,Pública,Fundamental - anos finais,100,0,0
3544509,2019,Pública,Fundamental - anos finais,"97,2","2,2","0,6"
3544608,2019,Pública,Fundamental - anos finais,"91,1","7,2","1,7"
3544707,2019,Pública,Fundamental - anos finais,98,2,0
3544806,2019,Pública,Fundamental - anos finais,"98,4","1,6",0
3544905,2019,Privada,Fundamental - anos finais,100,0,0
3544905,2019,Pública,Fundamental - anos finais,"98,4","1,6",0
3545001,2019,Pública,Fundamental - anos finais,99,"0,7","0,3"
3545100,2019,Pública,Fundamental - anos finais,"99,1","0,9",0
3545159,2019,Pública,Fundamental - anos finais,"97,4","1,8","0,8"
3545209,2019,Privada,Fundamental - anos finais,"99,2","0,8",0
3545209,2019,Pública,Fundamental - anos finais,"97,4","2,5","0,1"
3545308,2019,Privada,Fundamental - anos finais,"97,5","2,5",0
3545308,2019,Pública,Fundamental - anos finais,"97,9","1,4","0,7"
3545407,2019,Pública,Fundamental - anos finais,"96,9","2,6","0,5"
3545506,2019,Pública,Fundamental - anos finais,"95,2","4,3","0,5"
3545605,2019,Privada,Fundamental - anos finais,100,0,0
3545605,2019,Pública,Fundamental - anos finais,"98,5","1,4","0,1"
3545704,2019,Pública,Fundamental - anos finais,"99,1","0,9",0
3545803,2019,Privada,Fundamental - anos finais,"99,3","0,6","0,1"
3545803,2019,Pública,Fundamental - anos finais,97,"2,4","0,6"
3546009,2019,Privada,Fundamental - anos finais,0,0,0
3546009,2019,Pública,Fundamental - anos finais,"88,8","11,2",0
3546108,2019,Pública,Fundamental - anos finais,"96,8","2,1","1,1"
3546207,2019,Pública,Fundamental - anos finais,"98,6","0,9","0,5"
3546256,2019,Pública,Fundamental - anos finais,"99,1","0,9",0
3546306,2019,Privada,Fundamental - anos finais,100,0,0
3546306,2019,Pública,Fundamental - anos finais,"97,4",2,"0,6"
3546405,2019,Privada,Fundamental - anos finais,"98,3","1,7",0
3546405,2019,Pública,Fundamental - anos finais,"98,2","0,8",1
3546504,2019,Pública,Fundamental - anos finais,100,0,0
3546603,2019,Privada,Fundamental - anos finais,"99,6",0,"0,4"
3546603,2019,Pública,Fundamental - anos finais,"99,6","0,4",0
3546702,2019,Privada,Fundamental - anos finais,100,0,0
3546702,2019,Pública,Fundamental - anos finais,"92,5","7,5",0
3546801,2019,Privada,Fundamental - anos finais,"97,3","2,7",0
3546801,2019,Pública,Fundamental - anos finais,"98,6","1,3","0,1"
3546900,2019,Pública,Fundamental - anos finais,"95,9","3,4","0,7"
3547007,2019,Pública,Fundamental - anos finais,"98,8",0,"1,2"
3547106,2019,Pública,Fundamental - anos finais,"98,5","1,5",0
3547205,2019,Pública,Fundamental - anos finais,100,0,0
3547304,2019,Privada,Fundamental - anos finais,"99,2","0,8",0
3547304,2019,Pública,Fundamental - anos finais,"98,5","1,5",0
3547403,2019,Pública,Fundamental - anos finais,100,0,0
3547502,2019,Privada,Fundamental - anos finais,"97,2","2,8",0
3547502,2019,Pública,Fundamental - anos finais,"91,4","6,2","2,4"
3547601,2019,Privada,Fundamental - anos finais,"99,3","0,7",0
3547601,2019,Pública,Fundamental - anos finais,"96,5","3,5",0
3547650,2019,Pública,Fundamental - anos finais,100,0,0
3547700,2019,Privada,Fundamental - anos finais,"97,4","2,6",0
3547700,2019,Pública,Fundamental - anos finais,"92,3","6,9","0,8"
3547809,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3547809,2019,Pública,Fundamental - anos finais,"95,6","3,5","0,9"
3547908,2019,Pública,Fundamental - anos finais,"95,8","3,4","0,8"
3548005,2019,Privada,Fundamental - anos finais,100,0,0
3548005,2019,Pública,Fundamental - anos finais,"82,9",17,"0,1"
3548054,2019,Pública,Fundamental - anos finais,"98,6","1,4",0
3548104,2019,Pública,Fundamental - anos finais,"98,5","1,5",0
3548203,2019,Privada,Fundamental - anos finais,100,0,0
3548203,2019,Pública,Fundamental - anos finais,"90,8","7,9","1,3"
3548302,2019,Pública,Fundamental - anos finais,"92,2","7,8",0
3548401,2019,Pública,Fundamental - anos finais,100,0,0
3548500,2019,Privada,Fundamental - anos finais,"98,7","1,3",0
3548500,2019,Pública,Fundamental - anos finais,"95,7","3,5","0,8"
3548609,2019,Privada,Fundamental - anos finais,"92,5","7,5",0
3548609,2019,Pública,Fundamental - anos finais,"98,2","0,8",1
3548708,2019,Privada,Fundamental - anos finais,"97,9","2,1",0
3548708,2019,Pública,Fundamental - anos finais,96,"3,5","0,5"
3548807,2019,Privada,Fundamental - anos finais,"97,9","2,1",0
3548807,2019,Pública,Fundamental - anos finais,95,5,0
3548906,2019,Privada,Fundamental - anos finais,"98,8","1,2",0
3548906,2019,Pública,Fundamental - anos finais,"99,4","0,4","0,2"
3549003,2019,Pública,Fundamental - anos finais,100,0,0
3549102,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3549102,2019,Pública,Fundamental - anos finais,"96,7","2,4","0,9"
3549201,2019,Pública,Fundamental - anos finais,"98,3","1,7",0
3549250,2019,Pública,Fundamental - anos finais,100,0,0
3549300,2019,Pública,Fundamental - anos finais,"98,8",0,"1,2"
3549409,2019,Privada,Fundamental - anos finais,"99,5","0,5",0
3549409,2019,Pública,Fundamental - anos finais,96,"2,8","1,2"
3549508,2019,Pública,Fundamental - anos finais,"96,5","2,6","0,9"
3549607,2019,Pública,Fundamental - anos finais,"93,7","5,9","0,4"
3549706,2019,Privada,Fundamental - anos finais,"98,2","1,8",0
3549706,2019,Pública,Fundamental - anos finais,"93,5","5,8","0,7"
3549805,2019,Privada,Fundamental - anos finais,"98,6","1,4",0
3549805,2019,Pública,Fundamental - anos finais,"96,2","2,7","1,1"
3549904,2019,Privada,Fundamental - anos finais,"98,7","1,3",0
3549904,2019,Pública,Fundamental - anos finais,98,"1,8","0,2"
3549953,2019,Privada,Fundamental - anos finais,0,0,0
3549953,2019,Pública,Fundamental - anos finais,"99,4","0,4","0,2"
3550001,2019,Pública,Fundamental - anos finais,94,6,0
3550100,2019,Privada,Fundamental - anos finais,"97,6","2,4",0
3550100,2019,Pública,Fundamental - anos finais,"96,8","2,8","0,4"
3550209,2019,Privada,Fundamental - anos finais,100,0,0
3550209,2019,Pública,Fundamental - anos finais,"97,3","1,8","0,9"
3550308,2019,Privada,Fundamental - anos finais,98,2,0
3550308,2019,Pública,Fundamental - anos finais,94,"4,6","1,4"
3550407,2019,Privada,Fundamental - anos finais,100,0,0
3550407,2019,Pública,Fundamental - anos finais,"89,8","9,9","0,3"
3550506,2019,Pública,Fundamental - anos finais,"92,9","6,8","0,3"
3550605,2019,Privada,Fundamental - anos finais,"99,1","0,7","0,2"
3550605,2019,Pública,Fundamental - anos finais,"91,4","7,5","1,1"
3550704,2019,Privada,Fundamental - anos finais,"97,2","2,8",0
3550704,2019,Pública,Fundamental - anos finais,"97,6","2,3","0,1"
3550803,2019,Privada,Fundamental - anos finais,100,0,0
3550803,2019,Pública,Fundamental - anos finais,"97,1","2,2","0,7"
3550902,2019,Privada,Fundamental - anos finais,100,0,0
3550902,2019,Pública,Fundamental - anos finais,100,0,0
3551009,2019,Privada,Fundamental - anos finais,"98,7","1,2","0,1"
3551009,2019,Pública,Fundamental - anos finais,"92,7","6,1","1,2"
3551108,2019,Pública,Fundamental - anos finais,"98,9","1,1",0
3551207,2019,Pública,Fundamental - anos finais,"95,7","1,7","2,6"
3551306,2019,Pública,Fundamental - anos finais,100,0,0
3551405,2019,Pública,Fundamental - anos finais,"93,4","3,9","2,7"
3551504,2019,Privada,Fundamental - anos finais,"97,6","2,1","0,3"
3551504,2019,Pública,Fundamental - anos finais,"86,4","12,2","1,4"
3551603,2019,Privada,Fundamental - anos finais,99,1,0
3551603,2019,Pública,Fundamental - anos finais,"99,4","0,4","0,2"
3551702,2019,Privada,Fundamental - anos finais,"99,4","0,5","0,1"
3551702,2019,Pública,Fundamental - anos finais,"95,2","3,9","0,9"
3551801,2019,Pública,Fundamental - anos finais,"93,2","5,7","1,1"
3551900,2019,Pública,Fundamental - anos finais,"99,3","0,7",0
3552007,2019,Pública,Fundamental - anos finais,"95,6","3,4",1
3552106,2019,Privada,Fundamental - anos finais,"99,2","0,8",0
3552106,2019,Pública,Fundamental - anos finais,"98,1","1,2","0,7"
3552205,2019,Privada,Fundamental - anos finais,"98,9","1,1",0
3552205,2019,Pública,Fundamental - anos finais,"98,4","1,1","0,5"
3552304,2019,Pública,Fundamental - anos finais,"99,1","0,6","0,3"
3552403,2019,Privada,Fundamental - anos finais,"98,3","1,6","0,1"
3552403,2019,Pública,Fundamental - anos finais,"96,8","2,3","0,9"
3552502,2019,Privada,Fundamental - anos finais,"98,2","1,8",0
3552502,2019,Pública,Fundamental - anos finais,"96,6","2,5","0,9"
3552551,2019,Pública,Fundamental - anos finais,"97,1","1,7","1,2"
3552601,2019,Pública,Fundamental - anos finais,"99,1","0,9",0
3552700,2019,Privada,Fundamental - anos finais,100,0,0
3552700,2019,Pública,Fundamental - anos finais,"98,3","0,9","0,8"
3552809,2019,Privada,Fundamental - anos finais,"97,3","2,7",0
3552809,2019,Pública,Fundamental - anos finais,"94,5","4,8","0,7"
3552908,2019,Pública,Fundamental - anos finais,"96,1","2,5","1,4"
3553005,2019,Privada,Fundamental - anos finais,100,0,0
3553005,2019,Pública,Fundamental - anos finais,"98,4","1,6",0
3553104,2019,Pública,Fundamental - anos finais,"98,1","1,9",0
3553203,2019,Pública,Fundamental - anos finais,"99,5",0,"0,5"
3553302,2019,Privada,Fundamental - anos finais,"98,7","1,3",0
3553302,2019,Pública,Fundamental - anos finais,"97,4","2,1","0,5"
3553401,2019,Privada,Fundamental - anos finais,"98,2","1,8",0
3553401,2019,Pública,Fundamental - anos finais,"99,8","0,1","0,1"
3553500,2019,Pública,Fundamental - anos finais,99,"0,6","0,4"
3553609,2019,Privada,Fundamental - anos finais,100,0,0
3553609,2019,Pública,Fundamental - anos finais,"97,3","2,7",0
3553658,2019,Pública,Fundamental - anos finais,100,0,0
3553708,2019,Privada,Fundamental - anos finais,"96,8","3,2",0
3553708,2019,Pública,Fundamental - anos finais,"99,5","0,4","0,1"
3553807,2019,Privada,Fundamental - anos finais,100,0,0
3553807,2019,Pública,Fundamental - anos finais,"99,2","0,7","0,1"
3553856,2019,Pública,Fundamental - anos finais,"97,4","2,6",0
3553906,2019,Pública,Fundamental - anos finais,"94,7","5,3",0
3553955,2019,Pública,Fundamental - anos finais,"93,7","5,8","0,5"
3554003,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3554003,2019,Pública,Fundamental - anos finais,"96,7","2,3",1
3554102,2019,Privada,Fundamental - anos finais,"98,8","1,2",0
3554102,2019,Pública,Fundamental - anos finais,"97,1","2,8","0,1"
3554201,2019,Pública,Fundamental - anos finais,"97,5","1,4","1,1"
3554300,2019,Privada,Fundamental - anos finais,100,0,0
3554300,2019,Pública,Fundamental - anos finais,"99,7","0,3",0
3554409,2019,Pública,Fundamental - anos finais,100,0,0
3554508,2019,Privada,Fundamental - anos finais,"98,2","1,8",0
3554508,2019,Pública,Fundamental - anos finais,"97,9","2,1",0
3554607,2019,Pública,Fundamental - anos finais,"99,2","0,8",0
3554656,2019,Pública,Fundamental - anos finais,"99,2",0,"0,8"
3554706,2019,Pública,Fundamental - anos finais,"96,3","2,7",1
3554755,2019,Pública,Fundamental - anos finais,"80,2","19,8",0
3554805,2019,Privada,Fundamental - anos finais,"99,1","0,9",0
3554805,2019,Pública,Fundamental - anos finais,"93,7",6,"0,3"
3554904,2019,Pública,Fundamental - anos finais,"97,8","2,2",0
3554953,2019,Pública,Fundamental - anos finais,"98,8","1,2",0
3555000,2019,Privada,Fundamental - anos finais,"98,9","1,1",0
3555000,2019,Pública,Fundamental - anos finais,"96,8","2,5","0,7"
3555109,2019,Privada,Fundamental - anos finais,100,0,0
3555109,2019,Pública,Fundamental - anos finais,99,"0,3","0,7"
3555208,2019,Pública,Fundamental - anos finais,100,0,0
3555307,2019,Pública,Fundamental - anos finais,100,0,0
3555356,2019,Pública,Fundamental - anos finais,"96,5","2,8","0,7"
3555406,2019,Privada,Fundamental - anos finais,"97,9","2,1",0
3555406,2019,Pública,Fundamental - anos finais,"98,4","1,1","0,5"
3555505,2019,Pública,Fundamental - anos finais,"89,9","6,7","3,4"
3555604,2019,Pública,Fundamental - anos finais,96,"3,8","0,2"
3555703,2019,Pública,Fundamental - anos finais,100,0,0
3555802,2019,Privada,Fundamental - anos finais,0,0,0
3555802,2019,Pública,Fundamental - anos finais,"99,3","0,7",0
3555901,2019,Pública,Fundamental - anos finais,"96,9","3,1",0
3556008,2019,Privada,Fundamental - anos finais,100,0,0
3556008,2019,Pública,Fundamental - anos finais,"96,2","3,6","0,2"
3556107,2019,Pública,Fundamental - anos finais,"94,9","5,1",0
3556206,2019,Privada,Fundamental - anos finais,"98,4","1,6",0
3556206,2019,Pública,Fundamental - anos finais,"91,6","7,9","0,5"
3556305,2019,Privada,Fundamental - anos finais,100,0,0
3556305,2019,Pública,Fundamental - anos finais,"99,4","0,4","0,2"
3556354,2019,Pública,Fundamental - anos finais,"96,2","3,8",0
3556404,2019,Privada,Fundamental - anos finais,"98,3","1,7",0
3556404,2019,Pública,Fundamental - anos finais,"95,6","3,2","1,2"
3556453,2019,Privada,Fundamental - anos finais,"97,3","2,7",0
3556453,2019,Pública,Fundamental - anos finais,"95,9","3,4","0,7"
3556503,2019,Privada,Fundamental - anos finais,"99,2","0,8",0
3556503,2019,Pública,Fundamental - anos finais,"97,5",2,"0,5"
3556602,2019,Pública,Fundamental - anos finais,"99,6","0,2","0,2"
3556701,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3556701,2019,Pública,Fundamental - anos finais,94,"5,8","0,2"
3556800,2019,Privada,Fundamental - anos finais,100,0,0
3556800,2019,Pública,Fundamental - anos finais,"98,3","0,9","0,8"
3556909,2019,Pública,Fundamental - anos finais,100,0,0
3556958,2019,Pública,Fundamental - anos finais,"98,9","1,1",0
3557006,2019,Privada,Fundamental - anos finais,"98,5","1,5",0
3557006,2019,Pública,Fundamental - anos finais,"98,1",1,"0,9"
3557105,2019,Privada,Fundamental - anos finais,"99,3","0,7",0
3557105,2019,Pública,Fundamental - anos finais,"98,5","1,2","0,3"
3557154,2019,Pública,Fundamental - anos finais,"99,1","0,9",0
3557204,2019,Privada,Fundamental - anos finais,"91,2","8,8",0
3557204,2019,Pública,Fundamental - anos finais,"98,2","1,3","0,5"
3557303,2019,Privada,Fundamental - anos finais,0,0,0
3557303,2019,Pública,Fundamental - anos finais,"89,3","9,1","1,6"
3500105,2019,Privada,Médio,"95,9","3,7","0,4"
3500105,2019,Pública,Médio,"97,9","1,9","0,2"
3500204,2019,Pública,Médio,"96,6","3,4",0
3500303,2019,Privada,Médio,100,0,0
3500303,2019,Pública,Médio,"93,1","6,5","0,4"
3500402,2019,Pública,Médio,"94,3","2,8","2,9"
3500501,2019,Privada,Médio,100,0,0
3500501,2019,Pública,Médio,92,"4,3","3,7"
3500550,2019,Pública,Médio,"97,1",0,"2,9"
3500600,2019,Pública,Médio,"94,6","5,4",0
3500709,2019,Privada,Médio,"97,3","2,7",0
3500709,2019,Pública,Médio,"93,5","4,6","1,9"
3500758,2019,Pública,Médio,"98,2","1,8",0
3500808,2019,Pública,Médio,"91,1","2,1","6,8"
3500907,2019,Pública,Médio,"99,2",0,"0,8"
3501004,2019,Privada,Médio,100,0,0
3501004,2019,Pública,Médio,"90,5",3,"6,5"
3501103,2019,Pública,Médio,"87,4","4,9","7,7"
3501152,2019,Privada,Médio,"99,4","0,6",0
3501152,2019,Pública,Médio,"98,2","0,9","0,9"
3501202,2019,Pública,Médio,"95,5","2,7","1,8"
3501301,2019,Privada,Médio,"99,5","0,5",0
3501301,2019,Pública,Médio,"90,8","5,1","4,1"
3501400,2019,Pública,Médio,"92,9","7,1",0
3501509,2019,Pública,Médio,100,0,0
3501608,2019,Privada,Médio,"98,4","1,4","0,2"
3501608,2019,Pública,Médio,"93,3","5,3","1,4"
3501707,2019,Privada,Médio,"95,4","4,6",0
3501707,2019,Pública,Médio,95,5,0
3501806,2019,Pública,Médio,"99,5","0,5",0
3501905,2019,Privada,Médio,"97,6","2,4",0
3501905,2019,Pública,Médio,"94,3","3,1","2,6"
3502002,2019,Pública,Médio,"86,6","13,4",0
3502101,2019,Privada,Médio,"98,3","1,7",0
3502101,2019,Pública,Médio,"96,9","2,3","0,8"
3502200,2019,Privada,Médio,100,0,0
3502200,2019,Pública,Médio,96,"2,3","1,7"
3502309,2019,Pública,Médio,"97,9","2,1",0
3502408,2019,Pública,Médio,"94,3","2,8","2,9"
3502507,2019,Privada,Médio,"97,1","2,9",0
3502507,2019,Pública,Médio,"93,5","4,9","1,6"
3502606,2019,Pública,Médio,"97,5","2,5",0
3502705,2019,Privada,Médio,"97,7","2,3",0
3502705,2019,Pública,Médio,"97,2","1,5","1,3"
3502754,2019,Privada,Médio,0,0,0
3502754,2019,Pública,Médio,"94,9","4,8","0,3"
3502804,2019,Privada,Médio,"98,9",1,"0,1"
3502804,2019,Pública,Médio,"93,7","3,7","2,6"
3502903,2019,Privada,Médio,100,0,0
3502903,2019,Pública,Médio,"96,9","2,4","0,7"
3503000,2019,Pública,Médio,"85,9","13,3","0,8"
3503109,2019,Pública,Médio,"93,3","2,4","4,3"
3503158,2019,Pública,Médio,"83,5","12,8","3,7"
3503208,2019,Privada,Médio,"98,2","1,6","0,2"
3503208,2019,Pública,Médio,"94,4","4,2","1,4"
3503307,2019,Privada,Médio,"98,7","1,1","0,2"
3503307,2019,Pública,Médio,"91,4","5,8","2,8"
3503356,2019,Pública,Médio,100,0,0
3503406,2019,Pública,Médio,"94,3","3,3","2,4"
3503505,2019,Pública,Médio,"87,6","12,4",0
3503604,2019,Pública,Médio,"91,7","3,6","4,7"
3503703,2019,Pública,Médio,"98,7","1,3",0
3503802,2019,Privada,Médio,"96,3","3,7",0
3503802,2019,Pública,Médio,"91,2","6,5","2,3"
3503901,2019,Privada,Médio,"97,9","2,1",0
3503901,2019,Pública,Médio,"90,4","7,5","2,1"
3503950,2019,Pública,Médio,100,0,0
3504008,2019,Privada,Médio,"99,5","0,5",0
3504008,2019,Pública,Médio,"91,9","6,1",2
3504107,2019,Privada,Médio,"97,6","2,3","0,1"
3504107,2019,Pública,Médio,"94,6","3,5","1,9"
3504206,2019,Privada,Médio,100,0,0
3504206,2019,Pública,Médio,"98,4","1,3","0,3"
3504305,2019,Pública,Médio,"97,4","2,6",0
3504404,2019,Privada,Médio,"96,6","3,4",0
3504404,2019,Pública,Médio,"91,2","2,8",6
3504503,2019,Privada,Médio,98,2,0
3504503,2019,Pública,Médio,"91,3","6,2","2,5"
3504602,2019,Privada,Médio,100,0,0
3504602,2019,Pública,Médio,"80,1","14,7","5,2"
3504701,2019,Pública,Médio,100,0,0
3504800,2019,Pública,Médio,"97,7","1,4","0,9"
3504909,2019,Pública,Médio,"84,1","15,9",0
3505005,2019,Pública,Médio,100,0,0
3505104,2019,Pública,Médio,"94,3","3,8","1,9"
3505203,2019,Privada,Médio,"99,3","0,7",0
3505203,2019,Pública,Médio,"92,6",7,"0,4"
3505302,2019,Privada,Médio,"98,4","1,6",0
3505302,2019,Pública,Médio,98,"1,4","0,6"
3505351,2019,Pública,Médio,"99,1","0,9",0
3505401,2019,Pública,Médio,"95,8","0,3","3,9"
3505500,2019,Privada,Médio,"98,4","1,6",0
3505500,2019,Pública,Médio,"96,9","2,1",1
3505609,2019,Privada,Médio,100,0,0
3505609,2019,Pública,Médio,"96,1","1,5","2,4"
3505708,2019,Privada,Médio,"98,9","1,1",0
3505708,2019,Pública,Médio,"94,5","4,6","0,9"
3505807,2019,Privada,Médio,100,0,0
3505807,2019,Pública,Médio,"95,6","2,7","1,7"
3505906,2019,Privada,Médio,"96,6","3,4",0
3505906,2019,Pública,Médio,"90,3","5,3","4,4"
3506003,2019,Privada,Médio,"98,7","1,3",0
3506003,2019,Pública,Médio,"88,2","9,2","2,6"
3506102,2019,Privada,Médio,"98,2","1,8",0
3506102,2019,Pública,Médio,"95,7","1,7","2,6"
3506201,2019,Pública,Médio,"97,6","2,4",0
3506300,2019,Privada,Médio,0,0,0
3506300,2019,Pública,Médio,"96,2","3,4","0,4"
3506359,2019,Privada,Médio,"98,3","1,7",0
3506359,2019,Pública,Médio,92,"4,7","3,3"
3506409,2019,Pública,Médio,"98,7","1,3",0
3506508,2019,Privada,Médio,"98,6","1,4",0
3506508,2019,Pública,Médio,"94,5","3,4","2,1"
3506607,2019,Privada,Médio,100,0,0
3506607,2019,Pública,Médio,90,"6,2","3,8"
3506706,2019,Privada,Médio,0,0,0
3506706,2019,Pública,Médio,"84,4","15,1","0,5"
3506805,2019,Pública,Médio,"88,7","3,1","8,2"
3506904,2019,Pública,Médio,"93,2","6,4","0,4"
3507001,2019,Privada,Médio,"97,8","2,2",0
3507001,2019,Pública,Médio,"87,6","12,2","0,2"
3507100,2019,Privada,Médio,100,0,0
3507100,2019,Pública,Médio,97,"2,9","0,1"
3507159,2019,Pública,Médio,"92,9",0,"7,1"
3507209,2019,Pública,Médio,100,0,0
3507308,2019,Pública,Médio,"99,3",0,"0,7"
3507407,2019,Privada,Médio,0,0,0
3507407,2019,Pública,Médio,"98,6","1,4",0
3507456,2019,Pública,Médio,"96,7","2,2","1,1"
3507506,2019,Privada,Médio,"98,3","1,6","0,1"
3507506,2019,Pública,Médio,"87,5","9,8","2,7"
3507605,2019,Privada,Médio,"98,1","1,9",0
3507605,2019,Pública,Médio,"93,6","4,5","1,9"
3507704,2019,Pública,Médio,94,"2,3","3,7"
3507753,2019,Pública,Médio,"94,6","5,4",0
3507803,2019,Privada,Médio,"98,2","1,8",0
3507803,2019,Pública,Médio,"85,8","10,4","3,8"
3507902,2019,Privada,Médio,100,0,0
3507902,2019,Pública,Médio,"92,3","2,5","5,2"
3508009,2019,Pública,Médio,"99,2","0,8",0
3508108,2019,Privada,Médio,0,0,0
3508108,2019,Pública,Médio,"99,1","0,9",0
3508207,2019,Pública,Médio,"97,2",0,"2,8"
3508306,2019,Pública,Médio,"94,6","1,8","3,6"
3508405,2019,Privada,Médio,100,0,0
3508405,2019,Pública,Médio,"97,2","2,7","0,1"
3508504,2019,Privada,Médio,"97,6","2,4",0
3508504,2019,Pública,Médio,"93,8","4,7","1,5"
3508603,2019,Privada,Médio,"94,9","4,3","0,8"
3508603,2019,Pública,Médio,"94,6","4,7","0,7"
3508702,2019,Privada,Médio,100,0,0
3508702,2019,Pública,Médio,"95,6","4,1","0,3"
3508801,2019,Privada,Médio,100,0,0
3508801,2019,Pública,Médio,"89,4","10,1","0,5"
3508900,2019,Pública,Médio,91,"4,5","4,5"
3509007,2019,Privada,Médio,"98,8","1,2",0
3509007,2019,Pública,Médio,"96,5","2,1","1,4"
3509106,2019,Pública,Médio,100,0,0
3509205,2019,Privada,Médio,"99,5","0,5",0
3509205,2019,Pública,Médio,"96,2","3,1","0,7"
3509254,2019,Privada,Médio,100,0,0
3509254,2019,Pública,Médio,"94,3","4,5","1,2"
3509304,2019,Pública,Médio,100,0,0
3509403,2019,Privada,Médio,"98,6","1,4",0
3509403,2019,Pública,Médio,"89,4","8,2","2,4"
3509452,2019,Pública,Médio,"94,2","5,8",0
3509502,2019,Privada,Médio,"97,6","2,4",0
3509502,2019,Pública,Médio,"91,2","6,3","2,5"
3509601,2019,Privada,Médio,"98,8",1,"0,2"
3509601,2019,Pública,Médio,"93,7","3,9","2,4"
3509700,2019,Privada,Médio,"96,3","3,7",0
3509700,2019,Pública,Médio,"80,7","12,3",7
3509809,2019,Pública,Médio,"96,1","2,2","1,7"
3509908,2019,Privada,Médio,100,0,0
3509908,2019,Pública,Médio,"79,7","13,4","6,9"
3509957,2019,Pública,Médio,"94,8","2,6","2,6"
3510005,2019,Privada,Médio,100,0,0
3510005,2019,Pública,Médio,"96,6","1,6","1,8"
3510104,2019,Pública,Médio,100,0,0
3510153,2019,Pública,Médio,"96,1","1,5","2,4"
3510203,2019,Privada,Médio,98,2,0
3510203,2019,Pública,Médio,"94,6","5,3","0,1"
3510302,2019,Privada,Médio,0,0,0
3510302,2019,Pública,Médio,"91,8","2,3","5,9"
3510401,2019,Privada,Médio,"99,4","0,6",0
3510401,2019,Pública,Médio,"94,8","3,4","1,8"
3510500,2019,Privada,Médio,"98,1","1,9",0
3510500,2019,Pública,Médio,"98,6","1,3","0,1"
3510609,2019,Privada,Médio,"99,2","0,8",0
3510609,2019,Pública,Médio,"91,7","5,1","3,2"
3510708,2019,Privada,Médio,"93,9","6,1",0
3510708,2019,Pública,Médio,97,"2,3","0,7"
3510807,2019,Privada,Médio,"99,3","0,7",0
3510807,2019,Pública,Médio,"90,5","7,7","1,8"
3510906,2019,Pública,Médio,"96,9",1,"2,1"
3511003,2019,Pública,Médio,"94,6","5,2","0,2"
3511102,2019,Privada,Médio,"99,3","0,7",0
3511102,2019,Pública,Médio,"96,3","3,3","0,4"
3511201,2019,Pública,Médio,"97,8","1,7","0,5"
3511300,2019,Pública,Médio,"94,5","3,9","1,6"
3511409,2019,Privada,Médio,100,0,0
3511409,2019,Pública,Médio,"95,6","1,5","2,9"
3511508,2019,Privada,Médio,"98,5","1,5",0
3511508,2019,Pública,Médio,"91,4","8,4","0,2"
3511607,2019,Privada,Médio,100,0,0
3511607,2019,Pública,Médio,"87,1","9,7","3,2"
3511706,2019,Pública,Médio,"90,4","8,6",1
3511904,2019,Pública,Médio,"98,6","1,4",0
3512001,2019,Privada,Médio,100,0,0
3512001,2019,Pública,Médio,"99,2",0,"0,8"
3512100,2019,Pública,Médio,"97,8","2,2",0
3512209,2019,Privada,Médio,0,0,0
3512209,2019,Pública,Médio,"93,7","3,2","3,1"
3512308,2019,Privada,Médio,100,0,0
3512308,2019,Pública,Médio,"90,4","2,5","7,1"
3512407,2019,Privada,Médio,0,0,0
3512407,2019,Pública,Médio,"89,9","7,9","2,2"
3512506,2019,Pública,Médio,"97,6","1,6","0,8"
3512605,2019,Pública,Médio,91,"4,1","4,9"
3512704,2019,Pública,Médio,"99,3","0,7",0
3512803,2019,Privada,Médio,99,1,0
3512803,2019,Pública,Médio,"96,3","1,6","2,1"
