cod_ibge,ano,rede,nivel_escolar,tx_aprovacao,tx_reprovacao,tx_abandono
3518404,2019,Privada,Fundamental - anos finais,"98,7","1,3",0
3518404,2019,Pública,Fundamental - anos finais,"92,4","6,5","1,1"
3518503,2019,Pública,Fundamental - anos finais,"97,6","2,3","0,1"
3518602,2019,Privada,Fundamental - anos finais,100,0,0
3518602,2019,Pública,Fundamental - anos finais,"97,6","2,1","0,3"
3518701,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3518701,2019,Pública,Fundamental - anos finais,"97,2","1,9","0,9"
3518800,2019,Privada,Fundamental - anos finais,"98,2","1,8",0
3518800,2019,Pública,Fundamental - anos finais,"96,4","2,9","0,7"
3518859,2019,Pública,Fundamental - anos finais,"93,1","5,5","1,4"
3518909,2019,Pública,Fundamental - anos finais,100,0,0
3519006,2019,Pública,Fundamental - anos finais,"97,3","1,6","1,1"
3519055,2019,Privada,Fundamental - anos finais,"99,6","0,4",0
3519055,2019,Pública,Fundamental - anos finais,"97,4","2,6",0
3519071,2019,Privada,Fundamental - anos finais,"97,1","2,9",0
3519071,2019,Pública,Fundamental - anos finais,97,"2,3","0,7"
3519105,2019,Privada,Fundamental - anos finais,"98,4",0,"1,6"
3519105,2019,Pública,Fundamental - anos finais,"97,8","1,8","0,4"
3519204,2019,Pública,Fundamental - anos finais,"98,6","0,7","0,7"
3519253,2019,Pública,Fundamental - anos finais,99,1,0
3519303,2019,Privada,Fundamental - anos finais,100,0,0
3519303,2019,Pública,Fundamental - anos finais,"99,4","0,5","0,1"
3519402,2019,Privada,Fundamental - anos finais,0,0,0
3519402,2019,Pública,Fundamental - anos finais,100,0,0
3519501,2019,Pública,Fundamental - anos finais,"95,6",4,"0,4"
3519600,2019,Privada,Fundamental - anos finais,"99,7","0,3",0
3519600,2019,Pública,Fundamental - anos finais,"98,1","1,7","0,2"
3519709,2019,Privada,Fundamental - anos finais,"98,4","1,6",0
3519709,2019,Pública,Fundamental - anos finais,"97,6","1,6","0,8"
3519808,2019,Privada,Fundamental - anos finais,100,0,0
3519808,2019,Pública,Fundamental - anos finais,"95,2","4,8",0
3519907,2019,Pública,Fundamental - anos finais,"99,4",0,"0,6"
3520004,2019,Privada,Fundamental - anos finais,"95,2","4,8",0
3520004,2019,Pública,Fundamental - anos finais,"94,3","5,1","0,6"
3520103,2019,Privada,Fundamental - anos finais,"96,6","3,4",0
3520103,2019,Pública,Fundamental - anos finais,"94,1","5,9",0
3520202,2019,Pública,Fundamental - anos finais,"93,8","6,2",0
3520301,2019,Privada,Fundamental - anos finais,100,0,0
3520301,2019,Pública,Fundamental - anos finais,"99,5","0,5",0
3520400,2019,Privada,Fundamental - anos finais,"96,8","3,2",0
3520400,2019,Pública,Fundamental - anos finais,97,"2,9","0,1"
3520426,2019,Pública,Fundamental - anos finais,"99,2","0,8",0
3520442,2019,Privada,Fundamental - anos finais,"99,7","0,3",0
3520442,2019,Pública,Fundamental - anos finais,"97,8",2,"0,2"
3520509,2019,Privada,Fundamental - anos finais,"98,5","1,5",0
3520509,2019,Pública,Fundamental - anos finais,"96,8","2,2",1
3520608,2019,Pública,Fundamental - anos finais,97,"2,4","0,6"
3520707,2019,Pública,Fundamental - anos finais,"98,6","0,7","0,7"
3520806,2019,Pública,Fundamental - anos finais,"97,6","2,4",0
3520905,2019,Privada,Fundamental - anos finais,"99,1","0,9",0
3520905,2019,Pública,Fundamental - anos finais,"95,6","4,4",0
3521002,2019,Privada,Fundamental - anos finais,"92,3","7,7",0
3521002,2019,Pública,Fundamental - anos finais,91,"8,7","0,3"
3521101,2019,Pública,Fundamental - anos finais,100,0,0
3521150,2019,Pública,Fundamental - anos finais,"97,2","2,8",0
3521200,2019,Pública,Fundamental - anos finais,"98,8","1,2",0
3521309,2019,Privada,Fundamental - anos finais,"91,8","8,2",0
3521309,2019,Pública,Fundamental - anos finais,"95,2","4,3","0,5"
3521408,2019,Privada,Fundamental - anos finais,0,0,0
3521408,2019,Pública,Fundamental - anos finais,"99,2","0,7","0,1"
3521507,2019,Pública,Fundamental - anos finais,100,0,0
3521606,2019,Pública,Fundamental - anos finais,"92,5","3,9","3,6"
3521705,2019,Privada,Fundamental - anos finais,100,0,0
3521705,2019,Pública,Fundamental - anos finais,"97,5","2,4","0,1"
3521804,2019,Privada,Fundamental - anos finais,100,0,0
3521804,2019,Pública,Fundamental - anos finais,"97,4","1,5","1,1"
3521903,2019,Privada,Fundamental - anos finais,100,0,0
3521903,2019,Pública,Fundamental - anos finais,"98,4","1,6",0
3522000,2019,Pública,Fundamental - anos finais,"98,5","1,5",0
3522109,2019,Privada,Fundamental - anos finais,"97,9","2,1",0
3522109,2019,Pública,Fundamental - anos finais,96,"3,8","0,2"
3522158,2019,Pública,Fundamental - anos finais,"99,1","0,9",0
3522208,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3522208,2019,Pública,Fundamental - anos finais,"97,9","1,7","0,4"
3522307,2019,Privada,Fundamental - anos finais,"99,6","0,4",0
3522307,2019,Pública,Fundamental - anos finais,"97,8","1,6","0,6"
3522406,2019,Privada,Fundamental - anos finais,"99,7","0,3",0
3522406,2019,Pública,Fundamental - anos finais,98,"1,8","0,2"
3522505,2019,Privada,Fundamental - anos finais,"97,8","2,2",0
3522505,2019,Pública,Fundamental - anos finais,"95,3","3,3","1,4"
3522604,2019,Privada,Fundamental - anos finais,"99,2","0,8",0
3522604,2019,Pública,Fundamental - anos finais,"91,4","6,4","2,2"
3522653,2019,Pública,Fundamental - anos finais,"97,2","2,5","0,3"
3522703,2019,Privada,Fundamental - anos finais,100,0,0
3522703,2019,Pública,Fundamental - anos finais,"99,3","0,7",0
3522802,2019,Privada,Fundamental - anos finais,100,0,0
3522802,2019,Pública,Fundamental - anos finais,"96,3","2,4","1,3"
3522901,2019,Privada,Fundamental - anos finais,100,0,0
3522901,2019,Pública,Fundamental - anos finais,"96,9","2,4","0,7"
3523008,2019,Pública,Fundamental - anos finais,"97,8","2,2",0
3523107,2019,Privada,Fundamental - anos finais,"98,9","1,1",0
3523107,2019,Pública,Fundamental - anos finais,"94,9","4,2","0,9"
3523206,2019,Privada,Fundamental - anos finais,"98,7","1,3",0
3523206,2019,Pública,Fundamental - anos finais,"96,1","3,1","0,8"
3523305,2019,Pública,Fundamental - anos finais,"97,8",2,"0,2"
3523404,2019,Privada,Fundamental - anos finais,"99,3","0,7",0
3523404,2019,Pública,Fundamental - anos finais,"95,2","4,7","0,1"
3523503,2019,Privada,Fundamental - anos finais,100,0,0
3523503,2019,Pública,Fundamental - anos finais,"97,5","1,5",1
3523602,2019,Pública,Fundamental - anos finais,97,3,0
3523701,2019,Pública,Fundamental - anos finais,"96,2","1,8",2
3523800,2019,Privada,Fundamental - anos finais,100,0,0
3523800,2019,Pública,Fundamental - anos finais,"90,9","7,2","1,9"
3523909,2019,Privada,Fundamental - anos finais,"98,1","1,8","0,1"
3523909,2019,Pública,Fundamental - anos finais,"96,3","3,4","0,3"
3524006,2019,Privada,Fundamental - anos finais,"98,9","1,1",0
3524006,2019,Pública,Fundamental - anos finais,"97,6","1,6","0,8"
3524105,2019,Privada,Fundamental - anos finais,"98,3","1,5","0,2"
3524105,2019,Pública,Fundamental - anos finais,"70,7",28,"1,3"
3524204,2019,Pública,Fundamental - anos finais,"97,3","2,7",0
3524303,2019,Privada,Fundamental - anos finais,"99,8","0,2",0
3524303,2019,Pública,Fundamental - anos finais,"94,3","3,2","2,5"
3524402,2019,Privada,Fundamental - anos finais,"98,1","1,8","0,1"
3524402,2019,Pública,Fundamental - anos finais,"97,2","2,2","0,6"
3524501,2019,Pública,Fundamental - anos finais,"90,7","9,3",0
3524600,2019,Pública,Fundamental - anos finais,"97,8","1,5","0,7"
3524709,2019,Privada,Fundamental - anos finais,"99,3","0,7",0
3524709,2019,Pública,Fundamental - anos finais,"99,2","0,8",0
3524808,2019,Privada,Fundamental - anos finais,100,0,0
3524808,2019,Pública,Fundamental - anos finais,"98,3","1,3","0,4"
3524907,2019,Pública,Fundamental - anos finais,"91,5","7,6","0,9"
3525003,2019,Privada,Fundamental - anos finais,98,2,0
3525003,2019,Pública,Fundamental - anos finais,"95,7","3,4","0,9"
3525102,2019,Privada,Fundamental - anos finais,"98,7","1,1","0,2"
3525102,2019,Pública,Fundamental - anos finais,93,"5,6","1,4"
3525201,2019,Privada,Fundamental - anos finais,"99,2","0,8",0
3525201,2019,Pública,Fundamental - anos finais,"98,1","1,5","0,4"
3525300,2019,Privada,Fundamental - anos finais,"98,4","1,6",0
3525300,2019,Pública,Fundamental - anos finais,97,"2,4","0,6"
3525409,2019,Pública,Fundamental - anos finais,"94,8","3,3","1,9"
3525508,2019,Privada,Fundamental - anos finais,100,0,0
3525508,2019,Pública,Fundamental - anos finais,"97,6",2,"0,4"
3525607,2019,Pública,Fundamental - anos finais,"98,6","1,4",0
3525706,2019,Privada,Fundamental - anos finais,"99,3","0,7",0
3525706,2019,Pública,Fundamental - anos finais,"97,5","2,3","0,2"
3525805,2019,Pública,Fundamental - anos finais,"98,9","1,1",0
3525854,2019,Pública,Fundamental - anos finais,"97,8","2,2",0
3525904,2019,Privada,Fundamental - anos finais,"99,3","0,7",0
3525904,2019,Pública,Fundamental - anos finais,"96,5","3,1","0,4"
3526001,2019,Privada,Fundamental - anos finais,100,0,0
3526001,2019,Pública,Fundamental - anos finais,"97,5","2,5",0
3526100,2019,Privada,Fundamental - anos finais,100,0,0
3526100,2019,Pública,Fundamental - anos finais,"99,4","0,5","0,1"
3526209,2019,Privada,Fundamental - anos finais,"97,4","2,6",0
3526209,2019,Pública,Fundamental - anos finais,"99,5","0,4","0,1"
3526308,2019,Pública,Fundamental - anos finais,"98,1","1,2","0,7"
3526407,2019,Privada,Fundamental - anos finais,100,0,0
3526407,2019,Pública,Fundamental - anos finais,"92,4","7,5","0,1"
3526506,2019,Pública,Fundamental - anos finais,"93,5","6,1","0,4"
3526605,2019,Pública,Fundamental - anos finais,95,"3,4","1,6"
3526704,2019,Privada,Fundamental - anos finais,"99,4","0,6",0
3526704,2019,Pública,Fundamental - anos finais,"97,5","1,6","0,9"
3526803,2019,Privada,Fundamental - anos finais,"98,6","1,4",0
3526803,2019,Pública,Fundamental - anos finais,"96,3",3,"0,7"
3526902,2019,Privada,Fundamental - anos finais,"98,6","1,3","0,1"
3526902,2019,Pública,Fundamental - anos finais,"95,9","2,7","1,4"
3527009,2019,Pública,Fundamental - anos finais,"90,2","9,8",0
3527108,2019,Privada,Fundamental - anos finais,"99,3","0,7",0
3527108,2019,Pública,Fundamental - anos finais,"92,6","5,8","1,6"
3527207,2019,Privada,Fundamental - anos finais,97,3,0
3527207,2019,Pública,Fundamental - anos finais,"89,5","8,5",2
3527256,2019,Pública,Fundamental - anos finais,100,0,0
3527306,2019,Privada,Fundamental - anos finais,"98,9","1,1",0
3527306,2019,Pública,Fundamental - anos finais,98,"1,4","0,6"
3527405,2019,Pública,Fundamental - anos finais,"95,9","4,1",0
3527504,2019,Pública,Fundamental - anos finais,"99,2","0,8",0
3527603,2019,Privada,Fundamental - anos finais,"97,3","2,7",0
3527603,2019,Pública,Fundamental - anos finais,"84,2","15,8",0
3527702,2019,Pública,Fundamental - anos finais,"99,6","0,4",0
3527801,2019,Pública,Fundamental - anos finais,"98,6","0,9","0,5"
3527900,2019,Pública,Fundamental - anos finais,"96,9","3,1",0
3528007,2019,Pública,Fundamental - anos finais,"94,7","4,8","0,5"
3528106,2019,Pública,Fundamental - anos finais,99,1,0
3528205,2019,Pública,Fundamental - anos finais,"99,4","0,6",0
3528304,2019,Pública,Fundamental - anos finais,"97,5","1,6","0,9"
3528403,2019,Privada,Fundamental - anos finais,100,0,0
3528403,2019,Pública,Fundamental - anos finais,"89,9","9,3","0,8"
3528502,2019,Privada,Fundamental - anos finais,"98,7","1,1","0,2"
3528502,2019,Pública,Fundamental - anos finais,"98,5","1,2","0,3"
3528601,2019,Privada,Fundamental - anos finais,0,0,0
3528601,2019,Pública,Fundamental - anos finais,95,"1,8","3,2"
3528700,2019,Pública,Fundamental - anos finais,100,0,0
3528809,2019,Privada,Fundamental - anos finais,100,0,0
3528809,2019,Pública,Fundamental - anos finais,"97,7","1,8","0,5"
3528858,2019,Pública,Fundamental - anos finais,100,0,0
3528908,2019,Pública,Fundamental - anos finais,"97,5","2,5",0
3529005,2019,Privada,Fundamental - anos finais,"99,4","0,6",0
3529005,2019,Pública,Fundamental - anos finais,"97,4",2,"0,6"
3529104,2019,Pública,Fundamental - anos finais,99,1,0
3529203,2019,Privada,Fundamental - anos finais,99,1,0
3529203,2019,Pública,Fundamental - anos finais,"97,1","2,8","0,1"
3529302,2019,Privada,Fundamental - anos finais,100,0,0
3529302,2019,Pública,Fundamental - anos finais,98,"1,8","0,2"
3529401,2019,Privada,Fundamental - anos finais,"98,7","1,3",0
3529401,2019,Pública,Fundamental - anos finais,"95,8","3,6","0,6"
3529500,2019,Pública,Fundamental - anos finais,"98,5","1,5",0
3529609,2019,Pública,Fundamental - anos finais,"99,1","0,9",0
3529658,2019,Pública,Fundamental - anos finais,98,2,0
3529708,2019,Privada,Fundamental - anos finais,"98,2","1,8",0
3529708,2019,Pública,Fundamental - anos finais,"85,3","14,7",0
3529807,2019,Privada,Fundamental - anos finais,97,3,0
3529807,2019,Pública,Fundamental - anos finais,"98,3","1,7",0
3529906,2019,Privada,Fundamental - anos finais,100,0,0
3529906,2019,Pública,Fundamental - anos finais,99,"0,9","0,1"
3530003,2019,Pública,Fundamental - anos finais,100,0,0
3530102,2019,Privada,Fundamental - anos finais,99,1,0
3530102,2019,Pública,Fundamental - anos finais,"99,6","0,4",0
3530201,2019,Privada,Fundamental - anos finais,100,0,0
3530201,2019,Pública,Fundamental - anos finais,"98,8","1,2",0
3530300,2019,Privada,Fundamental - anos finais,"99,8","0,2",0
3530300,2019,Pública,Fundamental - anos finais,"97,8","2,1","0,1"
3530409,2019,Pública,Fundamental - anos finais,"98,7","0,4","0,9"
3530508,2019,Privada,Fundamental - anos finais,"99,6","0,4",0
3530508,2019,Pública,Fundamental - anos finais,"97,2","2,5","0,3"
3530607,2019,Privada,Fundamental - anos finais,99,1,0
3530607,2019,Pública,Fundamental - anos finais,"98,1","1,4","0,5"
3530706,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3530706,2019,Pública,Fundamental - anos finais,"96,3","2,3","1,4"
3530805,2019,Privada,Fundamental - anos finais,"97,7","2,3",0
3530805,2019,Pública,Fundamental - anos finais,"94,7","3,7","1,6"
3530904,2019,Pública,Fundamental - anos finais,"92,8","7,2",0
3531001,2019,Pública,Fundamental - anos finais,"98,9","1,1",0
3531100,2019,Privada,Fundamental - anos finais,"99,6","0,4",0
3531100,2019,Pública,Fundamental - anos finais,"94,4","5,5","0,1"
3531209,2019,Pública,Fundamental - anos finais,83,17,0
3531308,2019,Privada,Fundamental - anos finais,"98,4","1,6",0
3531308,2019,Pública,Fundamental - anos finais,"98,9","0,6","0,5"
3531407,2019,Privada,Fundamental - anos finais,100,0,0
3531407,2019,Pública,Fundamental - anos finais,"98,9","1,1",0
3531506,2019,Privada,Fundamental - anos finais,100,0,0
3531506,2019,Pública,Fundamental - anos finais,"98,7","0,7","0,6"
3531605,2019,Pública,Fundamental - anos finais,"97,3","2,7",0
3531704,2019,Privada,Fundamental - anos finais,100,0,0
3531704,2019,Pública,Fundamental - anos finais,"94,1","5,9",0
3531803,2019,Privada,Fundamental - anos finais,100,0,0
3531803,2019,Pública,Fundamental - anos finais,"92,8","6,7","0,5"
3531902,2019,Privada,Fundamental - anos finais,99,1,0
3531902,2019,Pública,Fundamental - anos finais,"91,1","8,2","0,7"
3532009,2019,Privada,Fundamental - anos finais,0,0,0
3532009,2019,Pública,Fundamental - anos finais,"95,1","3,6","1,3"
3532058,2019,Pública,Fundamental - anos finais,"89,8","10,2",0
3532108,2019,Pública,Fundamental - anos finais,"97,6","1,2","1,2"
3532157,2019,Pública,Fundamental - anos finais,"98,5","1,5",0
3532207,2019,Pública,Fundamental - anos finais,"96,1","3,9",0
3532306,2019,Pública,Fundamental - anos finais,99,1,0
3532405,2019,Privada,Fundamental - anos finais,0,0,0
3532405,2019,Pública,Fundamental - anos finais,"98,7","0,9","0,4"
3532504,2019,Pública,Fundamental - anos finais,"99,4","0,6",0
3532603,2019,Privada,Fundamental - anos finais,100,0,0
3532603,2019,Pública,Fundamental - anos finais,"99,5","0,3","0,2"
3532702,2019,Pública,Fundamental - anos finais,"97,3","2,3","0,4"
3532801,2019,Pública,Fundamental - anos finais,"81,4","13,4","5,2"
3532827,2019,Pública,Fundamental - anos finais,"94,7","5,3",0
3532843,2019,Pública,Fundamental - anos finais,100,0,0
3532868,2019,Pública,Fundamental - anos finais,100,0,0
3532900,2019,Privada,Fundamental - anos finais,0,0,0
3532900,2019,Pública,Fundamental - anos finais,"99,6","0,4",0
3533007,2019,Privada,Fundamental - anos finais,100,0,0
3533007,2019,Pública,Fundamental - anos finais,"95,7","3,9","0,4"
3533106,2019,Pública,Fundamental - anos finais,100,0,0
3533205,2019,Pública,Fundamental - anos finais,"93,7","6,3",0
3533254,2019,Pública,Fundamental - anos finais,96,"3,2","0,8"
3533304,2019,Pública,Fundamental - anos finais,"98,6","1,4",0
3533403,2019,Privada,Fundamental - anos finais,"99,7","0,3",0
3533403,2019,Pública,Fundamental - anos finais,"99,4","0,3","0,3"
3533502,2019,Privada,Fundamental - anos finais,"99,6","0,4",0
3533502,2019,Pública,Fundamental - anos finais,"99,5","0,4","0,1"
3533601,2019,Privada,Fundamental - anos finais,"97,8","2,2",0
3533601,2019,Pública,Fundamental - anos finais,"93,5","5,6","0,9"
3533700,2019,Pública,Fundamental - anos finais,"99,1",0,"0,9"
3533809,2019,Pública,Fundamental - anos finais,"99,2","0,8",0
3533908,2019,Privada,Fundamental - anos finais,"98,5","1,5",0
3533908,2019,Pública,Fundamental - anos finais,"99,5","0,5",0
3534005,2019,Pública,Fundamental - anos finais,"94,5","5,5",0
3534104,2019,Pública,Fundamental - anos finais,"98,5",1,"0,5"
3534203,2019,Pública,Fundamental - anos finais,100,0,0
3534302,2019,Privada,Fundamental - anos finais,"98,9","1,1",0
3534302,2019,Pública,Fundamental - anos finais,"93,8","4,8","1,4"
3534401,2019,Privada,Fundamental - anos finais,98,2,0
3534401,2019,Pública,Fundamental - anos finais,"94,6","3,8","1,6"
3534500,2019,Pública,Fundamental - anos finais,96,4,0
3534609,2019,Privada,Fundamental - anos finais,"97,7","2,3",0
3534609,2019,Pública,Fundamental - anos finais,"98,6",1,"0,4"
3534708,2019,Privada,Fundamental - anos finais,"98,4","1,6",0
3534708,2019,Pública,Fundamental - anos finais,"96,5","2,5",1
3534757,2019,Pública,Fundamental - anos finais,"97,3","2,7",0
3534807,2019,Pública,Fundamental - anos finais,"97,4","2,6",0
3534906,2019,Privada,Fundamental - anos finais,100,0,0
3534906,2019,Pública,Fundamental - anos finais,"96,8","2,7","0,5"
3535002,2019,Pública,Fundamental - anos finais,"97,8","1,2",1
3535101,2019,Pública,Fundamental - anos finais,"98,8","1,2",0
3535200,2019,Privada,Fundamental - anos finais,100,0,0
3535200,2019,Pública,Fundamental - anos finais,"99,4","0,6",0
3535309,2019,Privada,Fundamental - anos finais,100,0,0
3535309,2019,Pública,Fundamental - anos finais,"94,1","4,4","1,5"
3535408,2019,Privada,Fundamental - anos finais,98,2,0
3535408,2019,Pública,Fundamental - anos finais,"97,5","2,5",0
3535507,2019,Privada,Fundamental - anos finais,"99,3","0,7",0
3535507,2019,Pública,Fundamental - anos finais,"99,6","0,4",0
3535606,2019,Privada,Fundamental - anos finais,0,0,0
3535606,2019,Pública,Fundamental - anos finais,"95,8","3,3","0,9"
3535705,2019,Pública,Fundamental - anos finais,"94,9","5,1",0
3535804,2019,Privada,Fundamental - anos finais,"98,4","1,6",0
3535804,2019,Pública,Fundamental - anos finais,"95,3","4,6","0,1"
3535903,2019,Pública,Fundamental - anos finais,"95,1","4,9",0
3536000,2019,Pública,Fundamental - anos finais,"99,5","0,2","0,3"
3536109,2019,Pública,Fundamental - anos finais,"93,9","4,3","1,8"
3536208,2019,Privada,Fundamental - anos finais,"98,9","1,1",0
3536208,2019,Pública,Fundamental - anos finais,"99,3","0,3","0,4"
3536257,2019,Pública,Fundamental - anos finais,100,0,0
3536307,2019,Pública,Fundamental - anos finais,"91,7","4,2","4,1"
3536406,2019,Pública,Fundamental - anos finais,"96,2","3,4","0,4"
3536505,2019,Privada,Fundamental - anos finais,"97,1","2,8","0,1"
3536505,2019,Pública,Fundamental - anos finais,"93,5","5,5",1
3536570,2019,Pública,Fundamental - anos finais,100,0,0
3536604,2019,Pública,Fundamental - anos finais,"97,8","2,2",0
3536703,2019,Privada,Fundamental - anos finais,"98,2","1,8",0
3536703,2019,Pública,Fundamental - anos finais,"93,7","6,1","0,2"
3536802,2019,Pública,Fundamental - anos finais,99,"0,3","0,7"
3536901,2019,Pública,Fundamental - anos finais,100,0,0
3537008,2019,Pública,Fundamental - anos finais,"97,1",1,"1,9"
3537107,2019,Privada,Fundamental - anos finais,"98,1","1,6","0,3"
3537107,2019,Pública,Fundamental - anos finais,"96,9","2,6","0,5"
3537156,2019,Pública,Fundamental - anos finais,100,0,0
3537206,2019,Pública,Fundamental - anos finais,"99,3","0,3","0,4"
3537305,2019,Privada,Fundamental - anos finais,"99,6","0,4",0
3537305,2019,Pública,Fundamental - anos finais,"97,3","2,4","0,3"
3537404,2019,Privada,Fundamental - anos finais,100,0,0
3537404,2019,Pública,Fundamental - anos finais,"99,1","0,3","0,6"
3537503,2019,Pública,Fundamental - anos finais,"99,2","0,8",0
3537602,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3537602,2019,Pública,Fundamental - anos finais,"94,8","4,2",1
3537701,2019,Pública,Fundamental - anos finais,100,0,0
3537800,2019,Privada,Fundamental - anos finais,100,0,0
3537800,2019,Pública,Fundamental - anos finais,"98,5","0,9","0,6"
3537909,2019,Privada,Fundamental - anos finais,"98,8","1,2",0
3537909,2019,Pública,Fundamental - anos finais,"98,4","1,1","0,5"
3538006,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3538006,2019,Pública,Fundamental - anos finais,"97,8","1,1","1,1"
3538105,2019,Pública,Fundamental - anos finais,"94,4",5,"0,6"
3538204,2019,Privada,Fundamental - anos finais,100,0,0
3538204,2019,Pública,Fundamental - anos finais,99,"0,6","0,4"
3538303,2019,Pública,Fundamental - anos finais,"97,9","1,4","0,7"
3538501,2019,Privada,Fundamental - anos finais,"96,4","3,6",0
3538501,2019,Pública,Fundamental - anos finais,"91,7","3,3",5
3538600,2019,Privada,Fundamental - anos finais,100,0,0
3538600,2019,Pública,Fundamental - anos finais,"96,6","3,2","0,2"
3538709,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3538709,2019,Pública,Fundamental - anos finais,"97,8","1,3","0,9"
3538808,2019,Privada,Fundamental - anos finais,99,1,0
3538808,2019,Pública,Fundamental - anos finais,"98,1","1,1","0,8"
3538907,2019,Privada,Fundamental - anos finais,"98,2","1,8",0
3538907,2019,Pública,Fundamental - anos finais,100,0,0
3539004,2019,Privada,Fundamental - anos finais,100,0,0
3539004,2019,Pública,Fundamental - anos finais,"99,8",0,"0,2"
3539103,2019,Pública,Fundamental - anos finais,"93,4","5,7","0,9"
3539202,2019,Privada,Fundamental - anos finais,100,0,0
3539202,2019,Pública,Fundamental - anos finais,"95,1","3,5","1,4"
3539301,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3539301,2019,Pública,Fundamental - anos finais,96,"3,6","0,4"
3539400,2019,Privada,Fundamental - anos finais,"96,3","3,7",0
3539400,2019,Pública,Fundamental - anos finais,"90,8","7,7","1,5"
3539509,2019,Privada,Fundamental - anos finais,"98,7","1,3",0
3539509,2019,Pública,Fundamental - anos finais,"96,9","2,6","0,5"
3539608,2019,Pública,Fundamental - anos finais,"93,7","5,6","0,7"
3539707,2019,Pública,Fundamental - anos finais,"97,7","2,3",0
3539806,2019,Privada,Fundamental - anos finais,"98,5","1,5",0
3539806,2019,Pública,Fundamental - anos finais,"97,5","2,3","0,2"
3539905,2019,Pública,Fundamental - anos finais,94,"4,6","1,4"
3540002,2019,Privada,Fundamental - anos finais,"95,9","4,1",0
3540002,2019,Pública,Fundamental - anos finais,"97,9","2,1",0
3540101,2019,Pública,Fundamental - anos finais,"94,1","5,9",0
3540200,2019,Privada,Fundamental - anos finais,"99,6","0,4",0
3540200,2019,Pública,Fundamental - anos finais,"99,1","0,7","0,2"
3540259,2019,Pública,Fundamental - anos finais,100,0,0
3540309,2019,Pública,Fundamental - anos finais,"96,3","3,7",0
3540408,2019,Pública,Fundamental - anos finais,"99,5","0,5",0
3540507,2019,Pública,Fundamental - anos finais,"97,6","2,4",0
3540606,2019,Privada,Fundamental - anos finais,"98,1","1,9",0
3540606,2019,Pública,Fundamental - anos finais,"99,7","0,3",0
3540705,2019,Privada,Fundamental - anos finais,"98,4","1,6",0
3540705,2019,Pública,Fundamental - anos finais,"91,6","6,4",2
3540754,2019,Pública,Fundamental - anos finais,"92,8","7,2",0
3540804,2019,Privada,Fundamental - anos finais,100,0,0
3540804,2019,Pública,Fundamental - anos finais,"96,5","3,5",0
3540853,2019,Pública,Fundamental - anos finais,100,0,0
3540903,2019,Privada,Fundamental - anos finais,"99,2","0,8",0
3540903,2019,Pública,Fundamental - anos finais,94,"5,2","0,8"
3541000,2019,Privada,Fundamental - anos finais,"98,5","1,5",0
3541000,2019,Pública,Fundamental - anos finais,95,"4,4","0,6"
3541059,2019,Pública,Fundamental - anos finais,98,2,0
3541109,2019,Pública,Fundamental - anos finais,100,0,0
3541208,2019,Privada,Fundamental - anos finais,97,3,0
3541208,2019,Pública,Fundamental - anos finais,"95,7","3,8","0,5"
3541307,2019,Privada,Fundamental - anos finais,"98,6","1,4",0
3541307,2019,Pública,Fundamental - anos finais,"99,1","0,8","0,1"
3541406,2019,Privada,Fundamental - anos finais,"98,9","1,1",0
3541406,2019,Pública,Fundamental - anos finais,"93,3","5,7",1
3541505,2019,Privada,Fundamental - anos finais,"98,4","1,6",0
3541505,2019,Pública,Fundamental - anos finais,"97,8","1,7","0,5"
3541604,2019,Privada,Fundamental - anos finais,"98,8","1,2",0
3541604,2019,Pública,Fundamental - anos finais,"96,7","2,8","0,5"
3541653,2019,Pública,Fundamental - anos finais,100,0,0
3541703,2019,Privada,Fundamental - anos finais,"96,3","3,7",0
3541703,2019,Pública,Fundamental - anos finais,"96,9",2,"1,1"
3541802,2019,Pública,Fundamental - anos finais,100,0,0
3541901,2019,Pública,Fundamental - anos finais,"87,7","9,5","2,8"
3542008,2019,Pública,Fundamental - anos finais,"96,9","2,7","0,4"
3542107,2019,Pública,Fundamental - anos finais,"97,9","0,4","1,7"
3542206,2019,Privada,Fundamental - anos finais,100,0,0
3542206,2019,Pública,Fundamental - anos finais,"98,7","1,1","0,2"
3542305,2019,Pública,Fundamental - anos finais,"99,1",0,"0,9"
3542404,2019,Privada,Fundamental - anos finais,"99,3","0,7",0
3542404,2019,Pública,Fundamental - anos finais,"91,9","7,3","0,8"
3542503,2019,Pública,Fundamental - anos finais,"98,2","1,8",0
3542602,2019,Privada,Fundamental - anos finais,"98,8","1,2",0
3542602,2019,Pública,Fundamental - anos finais,"96,9","2,1",1
3542701,2019,Pública,Fundamental - anos finais,"93,9","6,1",0
3542800,2019,Pública,Fundamental - anos finais,"98,8","1,2",0
3542909,2019,Privada,Fundamental - anos finais,"98,6","1,4",0
3542909,2019,Pública,Fundamental - anos finais,"94,8","2,7","2,5"
3543006,2019,Pública,Fundamental - anos finais,"98,9","0,4","0,7"
3543105,2019,Pública,Fundamental - anos finais,"95,8","4,2",0
